t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.0003488020024684513,0.006721678367001216,0.0003488020024684513,0.006721678367001216,0.0003488020024684513,0.006721678367001216,-1.0255537172052132,-0.5020714038359139,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,0.00034880200246734105,0.006721678367008765,0.00034880200246734105,0.006721678367008765,0.00034880200246734105,0.006721678367008765,-1.0255537172052143,-0.5020714038359063,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,0.00034880200246778514,0.0067216783670088764,0.00034880200246778514,0.0067216783670088764,0.00034880200246778514,0.0067216783670088764,-1.0255537172052138,-0.5020714038359062,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,0.00034880200246778514,0.006721678367008765,0.00034880200246778514,0.006721678367008765,0.00034880200246778514,0.006721678367008765,-1.0255537172052138,-0.5020714038359063,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,0.0003488020024686733,0.006721678367008654,0.0003488020024686733,0.006721678367008654,0.0003488020024686733,0.006721678367008654,-1.025553717205213,-0.5020714038359064,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,0.0003488020024700056,0.006721678367016093,0.0003488020024700056,0.006721678367016093,0.0003488020024700056,0.006721678367016093,-1.0255537172052116,-0.502071403835899,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,0.0003488020024695615,0.006721678367015982,0.0003488020024695615,0.006721678367015982,0.0003488020024695615,0.006721678367015982,-1.025553717205212,-0.5020714038358991,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,0.00034880200246889537,0.006721678367001216,0.00034880200246889537,0.006721678367001216,0.00034880200246889537,0.006721678367001216,-1.0255537172052127,-0.5020714038359139,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,0.00034880200246889537,0.006721678367001327,0.00034880200246889537,0.006721678367001327,0.00034880200246889537,0.006721678367001327,-1.0255537172052127,-0.5020714038359138,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,0.0003488020024691174,0.006721678367016093,0.0003488020024691174,0.006721678367016093,0.0003488020024691174,0.006721678367016093,-1.0255537172052125,-0.502071403835899,-1.0259025192076816,-0.5087930822029151,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
