t_s,pG_pu,Pm_abs_pu_sysbase,Pm_initial_pu_sysbase
0.0,0.0,6.3099524531675595,6.3099524531675595
0.01,0.0,6.3099524531675595,6.3099524531675595
0.02,0.0,6.3099524531675595,6.3099524531675595
0.03,0.0,6.3099524531675595,6.3099524531675595
0.04,0.0,6.3099524531675595,6.3099524531675595
0.05,0.0,6.3099524531675595,6.3099524531675595
0.06,0.0,6.3099524531675595,6.3099524531675595
0.07,0.0,6.3099524531675595,6.3099524531675595
0.08,0.0,6.3099524531675595,6.3099524531675595
0.09,0.0,6.3099524531675595,6.3099524531675595
0.1,0.0,6.3099524531675595,6.3099524531675595
0.11,0.0,6.3099524531675595,6.3099524531675595
0.12,0.0,6.3099524531675595,6.3099524531675595
0.13,0.0,6.3099524531675595,6.3099524531675595
0.14,0.0,6.3099524531675595,6.3099524531675595
0.15,0.0,6.3099524531675595,6.3099524531675595
0.16,0.0,6.3099524531675595,6.3099524531675595
0.17,0.0,6.3099524531675595,6.3099524531675595
0.18,0.0,6.3099524531675595,6.3099524531675595
0.19,0.0,6.3099524531675595,6.3099524531675595
0.2,0.0,6.3099524531675595,6.3099524531675595
0.21,0.0004764855650876143,6.310428938732647,6.3099524531675595
0.22,0.0024849146794077015,6.312437367846967,6.3099524531675595
0.23,0.005718475948397028,6.3156709291159565,6.3099524531675595
0.24,0.0099002676517852,6.319852720819345,6.3099524531675595
0.25,0.014878260247675357,6.324830713415235,6.3099524531675595
0.26,0.02048528755261092,6.33043774072017,6.3099524531675595
0.27,0.0266061115042584,6.336558564671818,6.3099524531675595
0.28,0.033134361149488534,6.343086814317048,6.3099524531675595
0.29,0.03998121731998605,6.3499336704875455,6.3099524531675595
0.3,0.04706830525232952,6.357020758419889,6.3099524531675595
0.31,0.0544483209635489,6.364400774131108,6.3099524531675595
0.32,0.06098700276625202,6.3709394559338115,6.3099524531675595
0.33,0.06674277836000453,6.376695231527564,6.3099524531675595
0.34,0.07185109246905519,6.381803545636615,6.3099524531675595
0.35,0.07634634514217176,6.386298798309731,6.3099524531675595
0.36,0.08030164319111854,6.390254096358678,6.3099524531675595
0.37,0.08376119669873283,6.393713649866292,6.3099524531675595
0.38,0.08677551585128462,6.396727969018844,6.3099524531675595
0.39,0.08939128736123614,6.399343740528796,6.3099524531675595
0.4,0.09165496112221128,6.401607414289771,6.3099524531675595
0.41,0.09361204352477603,6.4035644966923355,6.3099524531675595
0.42,0.09530698083962807,6.405259434007188,6.3099524531675595
0.43,0.09678213380732092,6.40673458697488,6.3099524531675595
0.44,0.09807750004786708,6.408029953215427,6.3099524531675595
0.45,0.09923003523042873,6.409182488397988,6.3099524531675595
0.46,0.10027347254805186,6.410225925715611,6.3099524531675595
0.47,0.10123791865046528,6.411190371818025,6.3099524531675595
0.48,0.10214972508915565,6.412102178256715,6.3099524531675595
0.49,0.103031431996631,6.4129838851641905,6.3099524531675595
0.5,0.10390181162965284,6.413854264797212,6.3099524531675595
0.51,0.10477599732329868,6.414728450490858,6.3099524531675595
0.52,0.10566569502374712,6.415618148191307,6.3099524531675595
0.53,0.1065794377951148,6.416531890962674,6.3099524531675595
0.54,0.10752293771021293,6.417475390877772,6.3099524531675595
0.55,0.10849943095462589,6.418451884122185,6.3099524531675595
0.56,0.10951008889303893,6.419462542060598,6.3099524531675595
0.57,0.11055442403663118,6.420506877204191,6.3099524531675595
0.58,0.1116307055853456,6.421583158752905,6.3099524531675595
0.59,0.11273636347667004,6.4226888166442295,6.3099524531675595
0.6,0.11386836489474561,6.423820818062305,6.3099524531675595
0.61,0.11502354511356572,6.424975998281125,6.3099524531675595
0.62,0.11619890860213378,6.426151361769693,6.3099524531675595
0.63,0.11739185316517009,6.42734430633273,6.3099524531675595
0.64,0.11860034778867146,6.428552800956231,6.3099524531675595
0.65,0.11982305305000374,6.429775506217563,6.3099524531675595
0.66,0.12105937246470244,6.431011825632262,6.3099524531675595
0.67,0.12230946477314042,6.4322619179407,6.3099524531675595
0.68,0.12357420531591057,6.43352665848347,6.3099524531675595
0.69,0.12485510693229696,6.434807560099856,6.3099524531675595
0.7,0.12615422174476976,6.436106674912329,6.3099524531675595
0.71,0.1274740072926308,6.43742646046019,6.3099524531675595
0.72,0.1288171977827659,6.438769650950325,6.3099524531675595
0.73,0.13018665133335983,6.440139104500919,6.3099524531675595
0.74,0.1315852130081785,6.441537666175738,6.3099524531675595
0.75,0.13301557317439805,6.4429680263419575,6.3099524531675595
0.76,0.13448014168736133,6.444432594854921,6.3099524531675595
0.77,0.13598093750510643,6.445933390672666,6.3099524531675595
0.78,0.13751948444686146,6.447471937614421,6.3099524531675595
0.79,0.13909673619943863,6.449049189366998,6.3099524531675595
0.8,0.14071301321768814,6.450665466385248,6.3099524531675595
0.81,0.14236795920054135,6.452320412368101,6.3099524531675595
0.82,0.1440605164157498,6.454012969583309,6.3099524531675595
0.83,0.14578892058770876,6.455741373755268,6.3099524531675595
0.84,0.14755070407099513,6.457503157238555,6.3099524531675595
0.85,0.14934272558945594,6.459295178757015,6.3099524531675595
0.86,0.15116120352757978,6.461113656695139,6.3099524531675595
0.87,0.15300176719825576,6.462954220365815,6.3099524531675595
0.88,0.15485950439134566,6.464811957558905,6.3099524531675595
0.89,0.1567290410692177,6.466681494236777,6.3099524531675595
0.9,0.15860460083583483,6.468557054003394,6.3099524531675595
0.91,0.1604800847420318,6.470432537909591,6.3099524531675595
0.92,0.16234914594453365,6.472301599112093,6.3099524531675595
0.93,0.1642052704484458,6.474157723616005,6.3099524531675595
0.94,0.16604184465303096,6.47599429782059,6.3099524531675595
0.95,0.167852245927107,6.4778046990946665,6.3099524531675595
0.96,0.16962989938478756,6.479582352552347,6.3099524531675595
0.97,0.17136835860646737,6.481320811774027,6.3099524531675595
0.98,0.17306136954120444,6.483013822708764,6.3099524531675595
0.99,0.17470291928440496,6.484655372451964,6.3099524531675595
1.0,0.17628730231755174,6.486239755485111,6.3099524531675595
1.01,0.17780916517711454,6.487761618344674,6.3099524531675595
1.02,0.179263549667791,6.4892160028353505,6.3099524531675595
1.03,0.1806459332315251,6.490598386399085,6.3099524531675595
1.04,0.18195226324974012,6.4919047164173,6.3099524531675595
1.05,0.18317898233039642,6.493131435497956,6.3099524531675595
1.06,0.1843230467144279,6.494275499881987,6.3099524531675595
1.07,0.18538194889622428,6.495334402063784,6.3099524531675595
1.08,0.18635372470795986,6.496306177875519,6.3099524531675595
1.09,0.18723696309783922,6.497189416265399,6.3099524531675595
1.1,0.1880308073556467,6.497983260523206,6.3099524531675595
1.11,0.1887349503513578,6.498687403518917,6.3099524531675595
1.12,0.18934962939347422,6.499302082561034,6.3099524531675595
1.13,0.1898756145128786,6.499828067680438,6.3099524531675595
1.14,0.19031419278669226,6.500266645954252,6.3099524531675595
1.15,0.19066714987848865,6.500619603046048,6.3099524531675595
1.16,0.1909367477227324,6.500889200890292,6.3099524531675595
1.17,0.19112569638500077,6.50107814955256,6.3099524531675595
1.18,0.19123712846216545,6.501189581629725,6.3099524531675595
1.19,0.19127456576308344,6.501227018930643,6.3099524531675595
1.2,0.19124188509905782,6.501194338266617,6.3099524531675595
1.21,0.19114327838390643,6.501095731551466,6.3099524531675595
1.22,0.1909832211047835,6.500935674272343,6.3099524531675595
1.23,0.19076642814814093,6.5007188813157,6.3099524531675595
1.24,0.1904978154692616,6.500450268636821,6.3099524531675595
1.25,0.1901824481240748,6.500134901291634,6.3099524531675595
1.26,0.18982551404184367,6.499777967209403,6.3099524531675595
1.27,0.18943226646181,6.4993847196293695,6.3099524531675595
1.28,0.18900799198464568,6.498960445152205,6.3099524531675595
1.29,0.18855796491704613,6.498510418084606,6.3099524531675595
1.3,0.18808739768039295,6.498039850847952,6.3099524531675595
1.31,0.18760141745614956,6.497553870623709,6.3099524531675595
1.32,0.18710501701063187,6.497057470178191,6.3099524531675595
1.33,0.18660302004622675,6.496555473213786,6.3099524531675595
1.34,0.18610005397565033,6.49605250714321,6.3099524531675595
1.35,0.1856005044342952,6.495552957601855,6.3099524531675595
1.36,0.18510850246132726,6.495060955628887,6.3099524531675595
1.37,0.18462789113456868,6.494580344302128,6.3099524531675595
1.38,0.1841622024660703,6.49411465563363,6.3099524531675595
1.39,0.1837146414984243,6.493667094665984,6.3099524531675595
1.4,0.18328806433241152,6.493240517499971,6.3099524531675595
1.41,0.18288497374539148,6.492837426912951,6.3099524531675595
1.42,0.18250750362054813,6.492459956788108,6.3099524531675595
1.43,0.1821574167737552,6.492109869941315,6.3099524531675595
1.44,0.18183610014149032,6.49178855330905,6.3099524531675595
1.45,0.18154456819115694,6.491497021358716,6.3099524531675595
1.46,0.18128346550706542,6.491235918674625,6.3099524531675595
