t_s,pG_pu,Pm_abs_pu_sysbase,Pm_initial_pu_sysbase
0.0,0.0,1.298351338371115,1.298351338371115
0.01,-1.3322676295501878e-15,1.2983513383711136,1.298351338371115
0.02,-3.3306690738754696e-15,1.2983513383711116,1.298351338371115
0.03,-4.884981308350689e-15,1.29835133837111,1.298351338371115
0.04,-6.439293542825908e-15,1.2983513383711085,1.298351338371115
0.05,-7.549516567451064e-15,1.2983513383711074,1.298351338371115
0.06,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.07,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.08,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.09,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.1,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.11,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.12,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.13,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.14,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.15,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.16,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.17,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.18,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.19,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.2,-7.327471962526033e-15,1.2983513383711076,1.298351338371115
0.21,0.0009865611776755934,1.2993378995487905,1.298351338371115
0.22,0.0038052731582658428,1.3021566115293808,1.298351338371115
0.23,0.008407372397723378,1.3067587107688383,1.298351338371115
0.24,0.014361512149154265,1.3127128505202692,1.298351338371115
0.25,0.021679334173077436,1.3200306725441924,1.298351338371115
0.26,0.03017748324244174,1.3285288216135567,1.298351338371115
0.27,0.039745262755491506,1.3380966011266064,1.298351338371115
0.28,0.05027199696077367,1.3486233353318886,1.298351338371115
0.29,0.061652259640295304,1.3600035980114102,1.298351338371115
0.3,0.07378663975877098,1.372137978129886,1.298351338371115
0.31,0.08576920224376883,1.3841205406148838,1.298351338371115
0.32,0.0967474317844732,1.3950987701555881,1.298351338371115
0.33,0.10645496735337145,1.4048063057244864,1.298351338371115
