t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-0.0002966422050958428,-0.001166445856502163,-0.0002966422050958428,-0.001166445856502163,-0.0002966422050958428,-0.001166445856502163,-2.7850868017246198,-1.0404595731906356,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-0.00029664220509451056,-0.001166445856472409,-0.00029664220509451056,-0.001166445856472409,-0.00029664220509451056,-0.001166445856472409,-2.7850868017246184,-1.040459573190606,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-0.00029664220509806327,-0.0011664458565014968,-0.00029664220509806327,-0.0011664458565014968,-0.00029664220509806327,-0.0011664458565014968,-2.785086801724622,-1.040459573190635,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-0.00029664220509806327,-0.0011664458565017188,-0.00029664220509806327,-0.0011664458565017188,-0.00029664220509806327,-0.0011664458565017188,-2.785086801724622,-1.0404595731906352,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-0.0002966422051002837,-0.0011664458565019409,-0.0002966422051002837,-0.0011664458565019409,-0.0002966422051002837,-0.0011664458565019409,-2.785086801724624,-1.0404595731906354,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-0.0002966422050962869,-0.0011664458564732971,-0.0002966422050962869,-0.0011664458564732971,-0.0002966422050962869,-0.0011664458564732971,-2.78508680172462,-1.0404595731906068,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-0.00029664220509895145,-0.0011664458565019409,-0.00029664220509895145,-0.0011664458565019409,-0.00029664220509895145,-0.0011664458565019409,-2.785086801724623,-1.0404595731906354,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-0.00029664220509806327,-0.001166445856473075,-0.00029664220509806327,-0.001166445856473075,-0.00029664220509806327,-0.001166445856473075,-2.785086801724622,-1.0404595731906066,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-0.00029664220509806327,-0.0011664458565017188,-0.00029664220509806327,-0.0011664458565017188,-0.00029664220509806327,-0.0011664458565017188,-2.785086801724622,-1.0404595731906352,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-0.0002966422050962869,-0.0011664458565019409,-0.0002966422050962869,-0.0011664458565019409,-0.0002966422050962869,-0.0011664458565019409,-2.78508680172462,-1.0404595731906354,-2.784790159519524,-1.0392931273341335,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
