t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-3.0922059403117525e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.3252311172764653e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,-6.626155586382328e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,4.4174370575882175e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,1.325231117276465e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-4.4174370575882185e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,-2.2087185287941085e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,4.417437057588217e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,4.4174370575882205e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-8.834874115176434e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,6.626155586382325e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-2.2087185287941102e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,-1.7669748230352882e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,-2.208718528794107e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,1.7669748230352882e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,2.2087185287941102e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,1.1043592643970535e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.673155298328077,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.7532508243018236,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.13210422619063725,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,-0.08135361796210355,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,0.017409408552523133,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.060879040006763724,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.03251259833605758,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.035670994997688964,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.03576805230840808,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.03813016594085485,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,0.3524627389540462,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.2645566775311206,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.04361923910357477,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,0.07708270495602684,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.02300148250324614,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.058426267303838764,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.06020857337899726,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.06419561782421107,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.06994888318529927,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.07574591031352221,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.07967104464203428,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.08345971950509348,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.08648241696313762,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.08880818148941784,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.09044794838086072,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.09150204983280537,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.0919905544067753,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.09196785443621983,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.09147671802262979,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.09056409222579861,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.5,-0.08927589785834397,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.51,-0.08766057400210628,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.52,-0.08576768838859807,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.53,-0.0836474740567018,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.54,-0.08134940367651262,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.55,-0.07892103695285947,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.56,-0.07640640959845021,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.57,-0.07384423206101422,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.58,-0.07126651493337163,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.59,-0.0686983085688004,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.6,-0.06615746335791493,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.61,-0.06365502995140977,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.62,-0.061196551339232026,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.63,-0.05878320892789111,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.64,-0.05641315441867021,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.65,-0.05408295853851527,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.66,-0.051788636377565846,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.67,-0.04952642659935926,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.68,-0.04729342592871614,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.69,-0.0450879599883773,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.7,-0.04290974162978004,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.71,-0.040759898878845145,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.72,-0.03864080393907728,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.73,-0.036555996175265226,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.74,-0.03450999867798343,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.75,-0.03250802504183024,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.76,-0.030555862235132288,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.77,-0.028659545066507565,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.78,-0.026825196853124164,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.79,-0.025058884756819055,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.8,-0.023366462659213383,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.81,-0.021753363591317822,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.82,-0.02022440419328682,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.83,-0.018783834938619626,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.84,-0.017435161798924705,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.85,-0.016181020191318757,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.86,-0.015023141526829355,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.87,-0.01396242097686534,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.88,-0.01299880042911975,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.89,-0.012131241239076574,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.9,-0.01135786104410676,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.91,-0.010675920120158652,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.92,-0.010081900195930258,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.93,-0.0095716337823725,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.94,-0.009140310251884609,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.95,-0.008782592781214505,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.96,-0.008492782827692532,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.97,-0.008264835294933265,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.98,-0.00809256426988441,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.99,-0.007969701050364864,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.0,-0.007889943090183382,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.01,-0.007847082810062928,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
