t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,6.500000000010593,6.500000000010593,0.0,0.0,1.8424086402046327,1.8424086402046327,1.8424086402046327,-0.0,-1.8424086402046327,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.01,-1.5987211554602235e-15,6.5000000000105915,6.500000000010593,1.953992523340268e-15,1.953992523340268e-15,1.8424086402046345,1.8424086402046345,1.8424086402046327,-1.953992523340268e-15,-1.8424086402046345,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.02,-5.5067062021407506e-15,6.500000000010587,6.500000000010593,5.2402526762307084e-15,5.2402526762307084e-15,1.8424086402046378,1.8424086402046378,1.8424086402046327,-5.2402526762307084e-15,-1.8424086402046378,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.03,-6.039613253960816e-15,6.500000000010587,6.500000000010593,8.526512829121241e-15,8.526512829121241e-15,1.8424086402046411,1.8424086402046411,1.8424086402046327,-8.526512829121241e-15,-1.8424086402046411,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.04,-8.881784197001252e-16,6.500000000010592,6.500000000010593,2.3092638912202417e-15,2.3092638912202417e-15,1.8424086402046351,1.8424086402046351,1.8424086402046327,-2.3092638912202417e-15,-1.8424086402046351,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.05,2.842170943040455e-15,6.500000000010596,6.500000000010593,-3.9968028886514437e-16,-3.9968028886514437e-16,1.8424086402046322,1.8424086402046322,1.8424086402046327,3.9968028886514437e-16,-1.8424086402046322,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.06,2.3092638912203647e-15,6.500000000010596,6.500000000010593,3.1530333899356614e-15,3.1530333899356614e-15,1.8424086402046358,1.8424086402046358,1.8424086402046327,-3.1530333899356614e-15,-1.8424086402046358,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.07,-1.953992523340354e-15,6.5000000000105915,6.500000000010593,-3.730349362740999e-15,-3.730349362740999e-15,1.842408640204629,1.842408640204629,1.8424086402046327,3.730349362740999e-15,-1.842408640204629,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.08,-3.5527136787999834e-16,6.500000000010592,6.500000000010593,-1.9984014443255405e-15,-1.9984014443255405e-15,1.8424086402046307,1.8424086402046307,1.8424086402046327,1.9984014443255405e-15,-1.8424086402046307,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.09,-1.953992523340083e-15,6.500000000010591,6.500000000010593,4.707345624410536e-15,4.707345624410536e-15,1.8424086402046373,1.8424086402046373,1.8424086402046327,-4.707345624410536e-15,-1.8424086402046373,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.1,-7.10542735759972e-16,6.500000000010592,6.500000000010593,7.371880883511793e-15,7.371880883511793e-15,1.84240864020464,1.84240864020464,1.8424086402046327,-7.371880883511793e-15,-1.84240864020464,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.11,4.618527782440804e-15,6.500000000010598,6.500000000010593,5.729102324167598e-28,5.729102324167598e-28,1.8424086402046327,1.8424086402046327,1.8424086402046327,-5.729102324167598e-28,-1.8424086402046327,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.12,-7.105427357599227e-16,6.500000000010592,6.500000000010593,6.5725203057810596e-15,6.5725203057810596e-15,1.8424086402046393,1.8424086402046393,1.8424086402046327,-6.5725203057810596e-15,-1.8424086402046393,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.13,-3.3750779948602982e-15,6.50000000001059,6.500000000010593,3.907985046680684e-15,3.907985046680684e-15,1.8424086402046365,1.8424086402046365,1.8424086402046327,-3.907985046680684e-15,-1.8424086402046365,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.14,-7.105427357603664e-16,6.500000000010592,6.500000000010593,-6.394884621840857e-15,-6.394884621840857e-15,1.8424086402046265,1.8424086402046265,1.8424086402046327,6.394884621840857e-15,-1.8424086402046265,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.15,4.263256414559807e-15,6.500000000010598,6.500000000010593,-6.084022174945688e-15,-6.084022174945688e-15,1.8424086402046267,1.8424086402046267,1.8424086402046327,6.084022174945688e-15,-1.8424086402046267,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.16,3.375077994859682e-15,6.500000000010596,6.500000000010593,-4.7073456244110036e-15,-4.7073456244110036e-15,1.8424086402046278,1.8424086402046278,1.8424086402046327,4.7073456244110036e-15,-1.8424086402046278,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.17,1.776356839396849e-16,6.500000000010594,6.500000000010593,-4.529709940470327e-15,-4.529709940470327e-15,1.8424086402046282,1.8424086402046282,1.8424086402046327,4.529709940470327e-15,-1.8424086402046282,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.18,-4.440892098500626e-15,6.500000000010589,6.500000000010593,3.907985046681448e-15,3.907985046681448e-15,1.8424086402046367,1.8424086402046367,1.8424086402046327,-3.907985046681448e-15,-1.8424086402046367,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.19,-1.5987211554606394e-15,6.500000000010592,6.500000000010593,2.8421709430427474e-15,2.8421709430427474e-15,1.8424086402046354,1.8424086402046354,1.8424086402046327,-2.8421709430427474e-15,-1.8424086402046354,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.2,5.329070518200751e-15,6.500000000010599,6.500000000010593,-8.881784197001252e-16,-8.881784197001252e-16,1.8424086402046318,1.8424086402046318,1.8424086402046327,8.881784197001252e-16,-1.8424086402046318,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.21,-0.7040052903343949,5.795994709676198,6.500000000010593,-0.9289396734213393,-0.9289396734213393,0.9134689667832934,0.9134689667832934,1.8424086402046327,0.9289396734213393,-0.9134689667832934,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.22,-0.7579912553955218,5.742008744615072,6.500000000010593,-0.9113227862829197,-0.9113227862829197,0.931085853921713,0.931085853921713,1.8424086402046327,0.9113227862829197,-0.931085853921713,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.23,-0.7529506301863591,5.747049369824234,6.500000000010593,-0.8530376627501561,-0.8530376627501561,0.9893709774544766,0.9893709774544766,1.8424086402046327,0.8530376627501561,-0.9893709774544766,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.24,-0.6804423332028291,5.819557666807764,6.500000000010593,-0.8410409908789938,-0.8410409908789938,1.001367649325639,1.001367649325639,1.8424086402046327,0.8410409908789938,-1.001367649325639,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.25,-0.6861523598747318,5.813847640135862,6.500000000010593,-0.7892965584094451,-0.7892965584094451,1.0531120817951876,1.0531120817951876,1.8424086402046327,0.7892965584094451,-1.0531120817951876,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.26,-0.6529666588369801,5.8470333411736135,6.500000000010593,-0.7735036688679826,-0.7735036688679826,1.06890497133665,1.06890497133665,1.8424086402046327,0.7735036688679826,-1.06890497133665,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.27,-0.6226044054736926,5.8773955945369005,6.500000000010593,-0.7717538029751474,-0.7717538029751474,1.070654837229485,1.070654837229485,1.8424086402046327,0.7717538029751474,-1.070654837229485,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.28,-0.5864089120767262,5.913591087933868,6.500000000010593,-0.7850225788062686,-0.7850225788062686,1.057386061398364,1.057386061398364,1.8424086402046327,0.7850225788062686,-1.057386061398364,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.29,-0.5483668266634468,5.9516331733471475,6.500000000010593,-0.808913855247355,-0.808913855247355,1.0334947849572778,1.0334947849572778,1.8424086402046327,0.808913855247355,-1.0334947849572778,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.3,-0.5087872609759005,5.991212739034692,6.500000000010593,-0.8408420737184221,-0.8408420737184221,1.0015665664862106,1.0015665664862106,1.8424086402046327,0.8408420737184221,-1.0015665664862106,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.31,0.7127033255519473,7.212703325562541,6.500000000010593,0.19259408579383847,0.19259408579383847,2.035002725998471,2.035002725998471,1.8424086402046327,-0.19259408579383847,-2.035002725998471,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.32,1.0666495757237588,7.566649575734352,6.500000000010593,-0.026865277368792493,-0.026865277368792493,1.8155433628358402,1.8155433628358402,1.8424086402046327,0.026865277368792493,-1.8155433628358402,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.33,1.2468485594259129,7.746848559436506,6.500000000010593,-0.20072476607267287,-0.20072476607267287,1.6416838741319597,1.6416838741319597,1.8424086402046327,0.20072476607267287,-1.6416838741319597,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.34,1.2637550228985734,7.763755022909167,6.500000000010593,-0.27496432274025656,-0.27496432274025656,1.5674443174643762,1.5674443174643762,1.8424086402046327,0.27496432274025656,-1.5674443174643762,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.35,1.3477821775354728,7.847782177546066,6.500000000010593,-0.33064520476675885,-0.33064520476675885,1.511763435437874,1.511763435437874,1.8424086402046327,0.33064520476675885,-1.511763435437874,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.36,1.3761396463678925,7.876139646378486,6.500000000010593,-0.35142815773476277,-0.35142815773476277,1.4909804824698698,1.4909804824698698,1.8424086402046327,0.35142815773476277,-1.4909804824698698,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.37,1.3719425980345674,7.871942598045161,6.500000000010593,-0.33653389826075053,-0.33653389826075053,1.505874741943882,1.505874741943882,1.8424086402046327,0.33653389826075053,-1.505874741943882,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.38,1.336645897914358,7.836645897924951,6.500000000010593,-0.2951177312180833,-0.2951177312180833,1.5472909089865494,1.5472909089865494,1.8424086402046327,0.2951177312180833,-1.5472909089865494,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.39,1.2802284012442722,7.780228401254866,6.500000000010593,-0.23700042043518205,-0.23700042043518205,1.6054082197694506,1.6054082197694506,1.8424086402046327,0.23700042043518205,-1.6054082197694506,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.4,1.2022969263015677,7.702296926312161,6.500000000010593,-0.1673073838984345,-0.1673073838984345,1.6751012563061982,1.6751012563061982,1.8424086402046327,0.1673073838984345,-1.6751012563061982,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.41,1.1086994568139383,7.608699456824532,6.500000000010593,-0.09188130388661508,-0.09188130388661508,1.7505273363180176,1.7505273363180176,1.8424086402046327,0.09188130388661508,-1.7505273363180176,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.42,1.003335181841081,7.503335181851674,6.500000000010593,-0.015345885242978991,-0.015345885242978991,1.8270627549616536,1.8270627549616536,1.8424086402046327,0.015345885242978991,-1.8270627549616536,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.43,0.8907615939585971,7.390761593969191,6.500000000010593,0.05847034369192799,0.05847034369192799,1.9008789838965607,1.9008789838965607,1.8424086402046327,-0.05847034369192799,-1.9008789838965607,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.44,0.7750142958006301,7.275014295811223,6.500000000010593,0.12673709251823068,0.12673709251823068,1.9691457327228634,1.9691457327228634,1.8424086402046327,-0.12673709251823068,-1.9691457327228634,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.45,0.6600454777149931,7.160045477725586,6.500000000010593,0.1873342127996279,0.1873342127996279,2.0297428530042607,2.0297428530042607,1.8424086402046327,-0.1873342127996279,-2.0297428530042607,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.46,0.5492966348216121,7.0492966348322055,6.500000000010593,0.23885474245254262,0.23885474245254262,2.081263382657175,2.081263382657175,1.8424086402046327,-0.23885474245254262,-2.081263382657175,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.47,0.44574137957066656,6.945741379581261,6.500000000010593,0.28047219282597585,0.28047219282597585,2.1228808330306084,2.1228808330306084,1.8424086402046327,-0.28047219282597585,-2.1228808330306084,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.48,0.3517635454393742,6.851763545449968,6.500000000010593,0.31186751982845073,0.31186751982845073,2.154276160033083,2.154276160033083,1.8424086402046327,-0.31186751982845073,-2.154276160033083,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.49,0.26915169487335994,6.769151694883953,6.500000000010593,0.33313693889876467,0.33313693889876467,2.1755455791033973,2.1755455791033973,1.8424086402046327,-0.33313693889876467,-2.1755455791033973,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.5,0.1990795258803233,6.699079525890917,6.500000000010593,0.3447235410825569,0.3447235410825569,2.18713218128719,2.18713218128719,1.8424086402046327,-0.3447235410825569,-2.18713218128719,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.51,0.14213393511875844,6.642133935129352,6.500000000010593,0.3473482258976379,0.3473482258976379,2.1897568661022704,2.1897568661022704,1.8424086402046327,-0.3473482258976379,-2.1897568661022704,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.52,0.09835813694201363,6.598358136952607,6.500000000010593,0.3419489542132076,0.3419489542132076,2.1843575944178406,2.1843575944178406,1.8424086402046327,-0.3419489542132076,-2.1843575944178406,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.53,0.06731859848422563,6.567318598494819,6.500000000010593,0.3296174211871697,0.3296174211871697,2.1720260613918025,2.1720260613918025,1.8424086402046327,-0.3296174211871697,-2.1720260613918025,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.54,0.048184685650020605,6.5481846856606145,6.500000000010593,0.3115500114049416,0.3115500114049416,2.1539586516095746,2.1539586516095746,1.8424086402046327,-0.3115500114049416,-2.1539586516095746,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.55,0.039820359067752026,6.539820359078345,6.500000000010593,0.288986777030281,0.288986777030281,2.1313954172349137,2.1313954172349137,1.8424086402046327,-0.288986777030281,-2.1313954172349137,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.56,0.040872634581407066,6.540872634592,6.500000000010593,0.26316395255765446,0.26316395255765446,2.1055725927622873,2.1055725927622873,1.8424086402046327,-0.26316395255765446,-2.1055725927622873,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.57,0.04986471505908288,6.549864715069676,6.500000000010593,0.23527360802591535,0.23527360802591535,2.077682248230548,2.077682248230548,1.8424086402046327,-0.23527360802591535,-2.077682248230548,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.58,0.06527478035233132,6.565274780362924,6.500000000010593,0.20641816599294763,0.20641816599294763,2.0488268061975803,2.0488268061975803,1.8424086402046327,-0.20641816599294763,-2.0488268061975803,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.59,0.08560860365870171,6.585608603669295,6.500000000010593,0.17758503277148754,0.17758503277148754,2.01999367297612,2.01999367297612,1.8424086402046327,-0.17758503277148754,-2.01999367297612,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.6,0.10945451483390092,6.6094545148444945,6.500000000010593,0.14962233751703874,0.14962233751703874,1.9920309777216714,1.9920309777216714,1.8424086402046327,-0.14962233751703874,-1.9920309777216714,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.61,0.13552304783212796,6.635523047842721,6.500000000010593,0.12322868914743274,0.12322868914743274,1.9656373293520655,1.9656373293520655,1.8424086402046327,-0.12322868914743274,-1.9656373293520655,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.62,0.162678576732465,6.662678576743058,6.500000000010593,0.09894463745075413,0.09894463745075413,1.9413532776553868,1.9413532776553868,1.8424086402046327,-0.09894463745075413,-1.9413532776553868,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.63,0.18995269874503096,6.689952698755625,6.500000000010593,0.07715977478306509,0.07715977478306509,1.919568414987698,1.919568414987698,1.8424086402046327,-0.07715977478306509,-1.919568414987698,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.64,0.216547499690416,6.716547499701009,6.500000000010593,0.05811864908139158,0.05811864908139158,1.9005272892860243,1.9005272892860243,1.8424086402046327,-0.05811864908139158,-1.9005272892860243,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.65,0.24183542428871682,6.74183542429931,6.500000000010593,0.04193545080841547,0.04193545080841547,1.884344091013048,1.884344091013048,1.8424086402046327,-0.04193545080841547,-1.884344091013048,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.66,0.2653451744264188,6.765345174437011,6.500000000010593,0.028611452425478624,0.028611452425478624,1.8710200926301113,1.8710200926301113,1.8424086402046327,-0.028611452425478624,-1.8710200926301113,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.67,0.2867501519933812,6.786750152003974,6.500000000010593,0.01805352475731024,0.01805352475731024,1.8604621649619428,1.8604621649619428,1.8424086402046327,-0.01805352475731024,-1.8604621649619428,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.68,0.30585067719354114,6.805850677204134,6.500000000010593,0.010093684777800595,0.010093684777800595,1.8525023249824333,1.8525023249824333,1.8424086402046327,-0.010093684777800595,-1.8525023249824333,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.69,0.32255611869586454,6.822556118706458,6.500000000010593,0.004508889535255727,0.004508889535255727,1.8469175297398883,1.8469175297398883,1.8424086402046327,-0.004508889535255727,-1.8469175297398883,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.7,0.3368662056242544,6.836866205634848,6.500000000010593,0.0010380209160641988,0.0010380209160641988,1.843446661120697,1.843446661120697,1.8424086402046327,-0.0010380209160641988,-1.843446661120697,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.71,0.34885321412487696,6.84885321413547,6.500000000010593,-0.0006008726734720758,-0.0006008726734720758,1.8418077675311606,1.8418077675311606,1.8424086402046327,0.0006008726734720758,-1.8418077675311606,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.72,0.35864589910934036,6.858645899119933,6.500000000010593,-0.0006974702795077915,-0.0006974702795077915,1.841711169925125,1.841711169925125,1.8424086402046327,0.0006974702795077915,-1.841711169925125,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.73,0.3664131014593519,6.866413101469945,6.500000000010593,0.0004628835361151822,0.0004628835361151822,1.8428715237407478,1.8428715237407478,1.8424086402046327,-0.0004628835361151822,-1.8428715237407478,GFL,gen-3,get_activepower_series,get_reactivepower_series
0.74,0.37235139717434196,6.872351397184935,6.500000000010593,0.0026083211846403566,0.0026083211846403566,1.845016961389273,1.845016961389273,1.8424086402046327,-0.0026083211846403566,-1.845016961389273,GFL,gen-3,get_activepower_series,get_reactivepower_series
