t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-0.001125895399231247,-0.0004490611318170856,-0.001125895399231247,-0.0004490611318170856,-0.001125895399231247,-0.0004490611318170856,-4.857775908709858,-2.3188888408054136,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-0.0011258953992339116,-0.00044906113188591945,-0.0011258953992339116,-0.00044906113188591945,-0.0011258953992339116,-0.00044906113188591945,-4.85777590870986,-2.3188888408054824,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-0.0011258953992330234,-0.00044906113181619745,-0.0011258953992330234,-0.00044906113181619745,-0.0011258953992330234,-0.00044906113181619745,-4.8577759087098595,-2.3188888408054127,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-0.001125895399231247,-0.0004490611317882198,-0.001125895399231247,-0.0004490611317882198,-0.001125895399231247,-0.0004490611317882198,-4.857775908709858,-2.3188888408053847,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-0.0011258953992303589,-0.00044906113187304086,-0.0011258953992303589,-0.00044906113187304086,-0.0011258953992303589,-0.00044906113187304086,-4.857775908709857,-2.3188888408054695,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-0.0011258953992268061,-0.0004490611318170856,-0.0011258953992268061,-0.0004490611318170856,-0.0011258953992268061,-0.0004490611318170856,-4.857775908709853,-2.3188888408054136,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-0.0011258953992330234,-0.00044906113184461915,-0.0011258953992330234,-0.00044906113184461915,-0.0011258953992330234,-0.00044906113184461915,-4.8577759087098595,-2.318888840805441,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-0.0011258953992374643,-0.0004490611318601623,-0.0011258953992374643,-0.0004490611318601623,-0.0011258953992374643,-0.0004490611318601623,-4.857775908709864,-2.3188888408054567,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-0.0011258953992276943,-0.0004490611318304083,-0.0011258953992276943,-0.0004490611318304083,-0.0011258953992276943,-0.0004490611318304083,-4.857775908709854,-2.318888840805427,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-0.0011258953992294707,-0.0004490611317886639,-0.0011258953992294707,-0.0004490611317886639,-0.0011258953992294707,-0.0004490611317886639,-4.857775908709856,-2.318888840805385,-4.8566500133106265,-2.3184397796735965,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
