t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,5.116000000005039,5.116000000005039,0.0,0.0,1.9969905989398924,1.9969905989398924,1.9969905989398924,-0.0,-1.9969905989398924,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.01,1.1546319456101628e-14,5.11600000000505,5.116000000005039,-5.817568649035819e-15,-5.817568649035819e-15,1.9969905989398864,1.9969905989398864,1.9969905989398924,5.817568649035819e-15,-1.9969905989398864,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.02,9.414691248821335e-15,5.116000000005048,5.116000000005039,-1.8207657603852716e-15,-1.8207657603852716e-15,1.9969905989398904,1.9969905989398904,1.9969905989398924,1.8207657603852716e-15,-1.9969905989398904,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.03,7.993605777301127e-15,5.116000000005047,5.116000000005039,-1.3322676295501878e-15,-1.3322676295501878e-15,1.996990598939891,1.996990598939891,1.9969905989398924,1.3322676295501878e-15,-1.996990598939891,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.04,6.750155989720868e-15,5.116000000005046,5.116000000005039,-5.906386491005707e-15,-5.906386491005707e-15,1.9969905989398866,1.9969905989398866,1.9969905989398924,5.906386491005707e-15,-1.9969905989398866,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.05,6.3948846218408206e-15,5.116000000005045,5.116000000005039,-4.440892098488442e-17,-4.440892098488442e-17,1.9969905989398922,1.9969905989398922,1.9969905989398924,4.440892098488442e-17,-1.9969905989398922,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.06,6.5725203057808876e-15,5.116000000005045,5.116000000005039,-4.973799150320494e-15,-4.973799150320494e-15,1.9969905989398875,1.9969905989398875,1.9969905989398924,4.973799150320494e-15,-1.9969905989398875,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.07,5.5067062021408555e-15,5.1160000000050445,5.116000000005039,3.7303493627404575e-15,3.7303493627404575e-15,1.9969905989398962,1.9969905989398962,1.9969905989398924,-3.7303493627404575e-15,-1.9969905989398962,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.08,5.329070518200751e-15,5.1160000000050445,5.116000000005039,-3.952393967665467e-15,-3.952393967665467e-15,1.9969905989398886,1.9969905989398886,1.9969905989398924,3.952393967665467e-15,-1.9969905989398886,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.09,7.460698725480988e-15,5.116000000005046,5.116000000005039,-7.549516567450103e-16,-7.549516567450103e-16,1.9969905989398917,1.9969905989398917,1.9969905989398924,7.549516567450103e-16,-1.9969905989398917,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.1,4.9737991503204454e-15,5.1160000000050445,5.116000000005039,-4.440892098471797e-17,-4.440892098471797e-17,1.9969905989398924,1.9969905989398924,1.9969905989398924,4.440892098471797e-17,-1.9969905989398924,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.11,7.460698725480975e-15,5.116000000005046,5.116000000005039,-1.9539925233397598e-15,-1.9539925233397598e-15,1.9969905989398904,1.9969905989398904,1.9969905989398924,1.9539925233397598e-15,-1.9969905989398904,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.12,4.618527782440829e-15,5.1160000000050445,5.116000000005039,-2.442490654176231e-15,-2.442490654176231e-15,1.99699059893989,1.99699059893989,1.9969905989398924,2.442490654176231e-15,-1.99699059893989,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.13,5.329070518200308e-15,5.1160000000050445,5.116000000005039,-1.1102230246248238e-15,-1.1102230246248238e-15,1.9969905989398913,1.9969905989398913,1.9969905989398924,1.1102230246248238e-15,-1.9969905989398913,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.14,4.618527782440829e-15,5.1160000000050445,5.116000000005039,3.508304757815894e-15,3.508304757815894e-15,1.996990598939896,1.996990598939896,1.9969905989398924,-3.508304757815894e-15,-1.996990598939896,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.15,4.973799150320248e-15,5.1160000000050445,5.116000000005039,-3.9968028886386573e-16,-3.9968028886386573e-16,1.9969905989398922,1.9969905989398922,1.9969905989398924,3.9968028886386573e-16,-1.9969905989398922,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.16,4.973799150320248e-15,5.1160000000050445,5.116000000005039,-1.643130076444353e-15,-1.643130076444353e-15,1.9969905989398908,1.9969905989398908,1.9969905989398924,1.643130076444353e-15,-1.9969905989398908,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.17,7.105427357601002e-15,5.116000000005046,5.116000000005039,3.4194869158453122e-15,3.4194869158453122e-15,1.9969905989398957,1.9969905989398957,1.9969905989398924,-3.4194869158453122e-15,-1.9969905989398957,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.18,4.618527782440927e-15,5.116000000005044,5.116000000005039,5.506706202141225e-15,5.506706202141225e-15,1.996990598939898,1.996990598939898,1.9969905989398924,-5.506706202141225e-15,-1.996990598939898,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.19,5.329070518200751e-15,5.1160000000050445,5.116000000005039,-4.4408920984040144e-17,-4.4408920984040144e-17,1.9969905989398922,1.9969905989398922,1.9969905989398924,4.4408920984040144e-17,-1.9969905989398922,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.2,6.217248937900877e-15,5.116000000005045,5.116000000005039,-3.3306690738754696e-15,-3.3306690738754696e-15,1.996990598939889,1.996990598939889,1.9969905989398924,3.3306690738754696e-15,-1.996990598939889,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.21,1.8083544816912962,6.924354481696335,5.116000000005039,5.230663536776127,5.230663536776127,7.227654135716019,7.227654135716019,1.9969905989398924,-5.230663536776127,-7.227654135716019,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.22,0.12530784243606358,5.241307842441103,5.116000000005039,3.493376465759549,3.493376465759549,5.490367064699441,5.490367064699441,1.9969905989398924,-3.493376465759549,-5.490367064699441,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.23,0.749712533991874,5.865712533996913,5.116000000005039,3.845545397399893,3.845545397399893,5.842535996339786,5.842535996339786,1.9969905989398924,-3.845545397399893,-5.842535996339786,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.24,0.4098578390797589,5.525857839084797,5.116000000005039,3.74641223430676,3.74641223430676,5.743402833246653,5.743402833246653,1.9969905989398924,-3.74641223430676,-5.743402833246653,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.25,0.4514849867798816,5.567484986784921,5.116000000005039,3.76191976158442,3.76191976158442,5.758910360524313,5.758910360524313,1.9969905989398924,-3.76191976158442,-5.758910360524313,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.26,0.3655491704338283,5.481549170438868,5.116000000005039,3.7710527326562477,3.7710527326562477,5.7680433315961395,5.7680433315961395,1.9969905989398924,-3.7710527326562477,-5.7680433315961395,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.27,0.3086588994959112,5.42465889950095,5.116000000005039,3.7634972654393244,3.7634972654393244,5.760487864379217,5.760487864379217,1.9969905989398924,-3.7634972654393244,-5.760487864379217,GFM,gen-2,get_activepower_series,get_reactivepower_series
0.28,0.2453298107465573,5.361329810751597,5.116000000005039,3.778578739273092,3.778578739273092,5.775569338212985,5.775569338212985,1.9969905989398924,-3.778578739273092,-5.775569338212985,GFM,gen-2,get_activepower_series,get_reactivepower_series
