t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-4.6383089104676285e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.7393658414253607e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,1.2700131540566128e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,1.21479519083676e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,1.9878466759146976e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-3.313077793191164e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,8.558784299077171e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-1.0767502827871278e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-2.3191544552338154e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,2.9541610322621203e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-6.902245402481589e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-6.073975954183802e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,2.1258915839643294e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-4.1413472414889503e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-9.387053747374967e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,1.3804490804963186e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,7.454425034680111e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,1.1043592643970551e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,8.558784299077176e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-1.4356670437161696e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
