t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-3.3130777931911634e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.8774107494749927e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,-7.730514850779382e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,1.1043592643970545e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,1.7669748230352868e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-8.834874115176437e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,-5.521796321985271e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,6.626155586382325e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,6.62615558638233e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-7.73051485077938e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,4.4174370575882205e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,3.3130777931911626e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-8.834874115176428e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-1.1043592643970551e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,-8.834874115176441e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,-1.1043592643970535e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,1.546102970155877e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,-2.2087185287941102e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.6026722954284097,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.7140560524356195,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.14074922961084044,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,-0.05005212173079905,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,0.025451271807362192,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.057112098737872374,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.027796346132406547,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.032849319278431745,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.03324077690609626,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.035490601577408146,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,0.4680991460915501,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.38797142264714635,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.04650157271083953,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,0.06243320103962848,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.016815948824817545,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.05778879412690986,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.057666967450280826,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.062051392439550074,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.06781305974765288,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.0735821795449588,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.0774462523522139,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.0811389283633283,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.08402980249349355,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.08621557314636766,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.08770761535337972,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.08860933619779204,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
