t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-2.42959038167352e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.1319682460069808e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,4.831571781737113e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,8.282694482977907e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-1.3804490804963183e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,3.036987977091899e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-5.797886138084539e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,-1.3804490804963178e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,5.521796321985271e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,6.902245402481593e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,-1.3804490804963178e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-4.831571781737108e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-1.242404172446687e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,1.9326287126948463e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,4.693526873687477e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,5.93593104613417e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,-1.6565388965955826e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-1.2424041724466853e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.27222768340470327,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.3385204761853418,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.017250300602393537,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.019192854968393635,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.023611811542926187,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.002543807425630109,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,-0.005589761819070375,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,-0.0028878933160534945,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,-0.0014279424504075777,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,-0.0005379227756241239,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,0.30722042242651765,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.3464865026545175,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,0.00594806776857954,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.021503972598435298,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.004893728759075988,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.01214190234511911,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.014484519150595334,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.01836599240047013,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.020654313618126446,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.023934493661870303,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.02621478268967002,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.028363084539173036,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.030071866289518072,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.031477113202030386,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.032540865355442525,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.03331853041865744,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.033818553650113437,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.034067869940389586,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.03408811665039037,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.03390511341325733,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.5,-0.03354468706124399,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.51,-0.03303476666690164,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.52,-0.03240424246338427,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.53,-0.03168254189448539,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.54,-0.030898495871643093,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.55,-0.030079511940889876,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.56,-0.029250477127798116,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.57,-0.028432679627909383,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.58,-0.027643058983471372,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.59,-0.026893936557921116,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.6,-0.02619296308058649,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.61,-0.02554335735321895,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.62,-0.02494465457704783,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.63,-0.024393500825546147,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.64,-0.02388439386964604,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.65,-0.02341054905573998,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.66,-0.022964588171911885,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.67,-0.022539035151838263,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.68,-0.02212677960312125,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.69,-0.02172135325397111,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.7,-0.021317131936659777,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.71,-0.02090943326533269,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.72,-0.020494538261255354,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.73,-0.02006971900603087,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.74,-0.019633204592302424,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.75,-0.0191841347658777,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.76,-0.01872246644738827,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.77,-0.018248909798843294,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.78,-0.017764848693710318,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.79,-0.017272221235780646,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.8,-0.016773439465344833,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.81,-0.016271277723365726,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.82,-0.01576876125989241,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.83,-0.015269061932179244,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.84,-0.014775398861337127,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.85,-0.014290936153015086,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.86,-0.013818688062265414,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.87,-0.013361451959613862,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.88,-0.012921731771726801,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.89,-0.012501682825442537,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.9,-0.012103068154979892,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.91,-0.01172724243485679,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.92,-0.011375139767287169,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.93,-0.011047275064960099,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.94,-0.010743754741564332,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.95,-0.010464301426835524,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.96,-0.010208291423978647,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.97,-0.00997477690934356,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.98,-0.009762565340658783,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.99,-0.009570240783873755,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.0,-0.009396205597903417,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.01,-0.009238741773421702,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.02,-0.009096050635935665,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.03,-0.00896629254495849,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.04,-0.008847626049605345,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.05,-0.008738251505079437,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.06,-0.00863643280550673,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.07,-0.008540521341078992,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.08,-0.008448981320716207,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.09,-0.008360400611805421,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.1,-0.008273508685429082,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.11,-0.008187179913390968,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.12,-0.008100436373985768,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.13,-0.008012453833187626,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.14,-0.007922553309911463,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.15,-0.007830196733494317,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.16,-0.007734984648209404,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.17,-0.007636644609915651,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.18,-0.007535021481997189,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.19,-0.0074300699569009535,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.2,-0.007321844021528976,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.21,-0.007210483456788619,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.22,-0.007096204591699907,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.23,-0.0069792936669882824,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.24,-0.006860093205750371,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.25,-0.0067389936416009325,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.26,-0.006616425055380861,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.27,-0.006492846857842995,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.28,-0.006368741681438259,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.29,-0.006244608234901619,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.3,-0.006120952983337044,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.31,-0.005998282025196261,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.32,-0.0058770969253306915,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.33,-0.005757889451112611,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.34,-0.005641131762435431,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.35,-0.005527274117208658,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.36,-0.005416741446225283,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.37,-0.005309923831739282,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.38,-0.005207175909031082,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.39,-0.005108809208719655,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.4,-0.005015092556991582,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.41,-0.004926248901261419,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.42,-0.004842449088147453,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.43,-0.004763811277629366,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.44,-0.004690399977965911,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.45,-0.004622228969218362,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.46,-0.0045592507390337204,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.47,-0.004501368170757005,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.48,-0.004448432841220469,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.49,-0.004400239715560606,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.5,-0.004356534700059165,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.51,-0.004317020795042794,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.52,-0.00428135942393149,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.53,-0.004249167410040861,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.54,-0.004220031112501094,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
1.55,-0.0041935069789431475,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
