t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,8.300000000018256,8.300000000018256,0.0,0.0,0.19267995768220492,0.19267995768220492,0.19267995768220492,-0.0,-0.19267995768220492,SG,gen-9,get_activepower_series,get_reactivepower_series
0.01,5.684341886080805e-15,8.300000000018262,8.300000000018256,-1.953992523340274e-15,-1.953992523340274e-15,0.19267995768220297,0.19267995768220297,0.19267995768220492,1.953992523340274e-15,-0.19267995768220297,SG,gen-9,get_activepower_series,get_reactivepower_series
0.02,4.2632564145606696e-15,8.30000000001826,8.300000000018256,-9.769962616701463e-16,-9.769962616701463e-16,0.19267995768220392,0.19267995768220392,0.19267995768220492,9.769962616701463e-16,-0.19267995768220392,SG,gen-9,get_activepower_series,get_reactivepower_series
0.03,8.526512829120951e-15,8.300000000018263,8.300000000018256,-9.325873406847385e-16,-9.325873406847385e-16,0.19267995768220397,0.19267995768220397,0.19267995768220492,9.325873406847385e-16,-0.19267995768220397,SG,gen-9,get_activepower_series,get_reactivepower_series
0.04,4.618527782440483e-15,8.300000000018262,8.300000000018256,-4.884981308350794e-16,-4.884981308350794e-16,0.19267995768220444,0.19267995768220444,0.19267995768220492,4.884981308350794e-16,-0.19267995768220444,SG,gen-9,get_activepower_series,get_reactivepower_series
0.05,1.7763568394002505e-15,8.300000000018258,8.300000000018256,4.440892098500626e-16,4.440892098500626e-16,0.19267995768220536,0.19267995768220536,0.19267995768220492,-4.440892098500626e-16,-0.19267995768220536,SG,gen-9,get_activepower_series,get_reactivepower_series
0.06,6.750155989721188e-15,8.300000000018263,8.300000000018256,-3.4194869158459157e-15,-3.4194869158459157e-15,0.1926799576822015,0.1926799576822015,0.19267995768220492,3.4194869158459157e-15,-0.1926799576822015,SG,gen-9,get_activepower_series,get_reactivepower_series
0.07,4.618527782441125e-15,8.300000000018262,8.300000000018256,-2.7977620220558973e-15,-2.7977620220558973e-15,0.1926799576822021,0.1926799576822021,0.19267995768220492,2.7977620220558973e-15,-0.1926799576822021,SG,gen-9,get_activepower_series,get_reactivepower_series
0.08,1.776356839399733e-15,8.300000000018258,8.300000000018256,-4.35207425653095e-15,-4.35207425653095e-15,0.1926799576822006,0.1926799576822006,0.19267995768220492,4.35207425653095e-15,-0.1926799576822006,SG,gen-9,get_activepower_series,get_reactivepower_series
0.09,1.7763568393996097e-15,8.300000000018258,8.300000000018256,1.8651746813706476e-15,1.8651746813706476e-15,0.19267995768220678,0.19267995768220678,0.19267995768220492,-1.8651746813706476e-15,-0.19267995768220678,SG,gen-9,get_activepower_series,get_reactivepower_series
0.1,5.684341886082339e-15,8.300000000018262,8.300000000018256,-4.130029651607361e-15,-4.130029651607361e-15,0.19267995768220078,0.19267995768220078,0.19267995768220492,4.130029651607361e-15,-0.19267995768220078,SG,gen-9,get_activepower_series,get_reactivepower_series
0.11,4.973799150320396e-15,8.300000000018262,8.300000000018256,-2.1760371282654596e-15,-2.1760371282654596e-15,0.19267995768220275,0.19267995768220275,0.19267995768220492,2.1760371282654596e-15,-0.19267995768220275,SG,gen-9,get_activepower_series,get_reactivepower_series
0.12,1.7763568394002505e-15,8.300000000018258,8.300000000018256,4.440892098500626e-16,4.440892098500626e-16,0.19267995768220536,0.19267995768220536,0.19267995768220492,-4.440892098500626e-16,-0.19267995768220536,SG,gen-9,get_activepower_series,get_reactivepower_series
