t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.0007306149439352261,0.010347455672344574,0.0007306149439352261,0.010347455672344574,0.0007306149439352261,0.010347455672344574,-2.4175666313314186,-0.49507745735656444,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,0.0007306149439374465,0.010347455672292394,0.0007306149439374465,0.010347455672292394,0.0007306149439374465,0.010347455672292394,-2.4175666313314164,-0.4950774573566166,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,0.0007306149439409992,0.01034745567235329,0.0007306149439409992,0.01034745567235329,0.0007306149439409992,0.01034745567235329,-2.417566631331413,-0.49507745735655573,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,0.0007306149439383347,0.010347455672359951,0.0007306149439383347,0.010347455672359951,0.0007306149439383347,0.010347455672359951,-2.4175666313314155,-0.49507745735654907,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,0.000730614943919683,0.010347455672387151,0.000730614943919683,0.010347455672387151,0.000730614943919683,0.010347455672387151,-2.417566631331434,-0.49507745735652187,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,0.0007306149439338938,0.010347455672367,0.0007306149439338938,0.010347455672367,0.0007306149439338938,0.010347455672367,-2.41756663133142,-0.495077457356542,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,0.0007306149439441079,0.010347455672330752,0.0007306149439441079,0.010347455672330752,0.0007306149439441079,0.010347455672330752,-2.4175666313314097,-0.49507745735657827,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,0.0007306149439338938,0.010347455672366612,0.0007306149439338938,0.010347455672366612,0.0007306149439338938,0.010347455672366612,-2.41756663133142,-0.4950774573565424,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,0.0007306149439405552,0.010347455672345796,0.0007306149439405552,0.010347455672345796,0.0007306149439405552,0.010347455672345796,-2.4175666313314133,-0.4950774573565632,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,0.0007306149439352261,0.010347455672344852,0.0007306149439352261,0.010347455672344852,0.0007306149439352261,0.010347455672344852,-2.4175666313314186,-0.49507745735656417,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,0.000730614943934782,0.010347455672359396,0.000730614943934782,0.010347455672359396,0.000730614943934782,0.010347455672359396,-2.417566631331419,-0.4950774573565496,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.11,0.0007306149439325615,0.01034745567238915,0.0007306149439325615,0.01034745567238915,0.0007306149439325615,0.01034745567238915,-2.4175666313314212,-0.49507745735651987,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.12,0.0007306149439485488,0.01034745567236861,0.0007306149439485488,0.01034745567236861,0.0007306149439485488,0.01034745567236861,-2.4175666313314053,-0.4950774573565404,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.13,0.0007306149439432197,0.0103474556723685,0.0007306149439432197,0.0103474556723685,0.0007306149439432197,0.0103474556723685,-2.4175666313314106,-0.4950774573565405,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.14,0.0007306149439356702,0.01034745567235229,0.0007306149439356702,0.01034745567235229,0.0007306149439356702,0.01034745567235229,-2.417566631331418,-0.4950774573565567,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.15,0.0007306149439272325,0.010347455672358286,0.0007306149439272325,0.010347455672358286,0.0007306149439272325,0.010347455672358286,-2.4175666313314266,-0.49507745735655073,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.16,0.0007306149439374465,0.010347455672351846,0.0007306149439374465,0.010347455672351846,0.0007306149439374465,0.010347455672351846,-2.4175666313314164,-0.49507745735655717,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.17,0.0007306149439294529,0.01034745567235873,0.0007306149439294529,0.01034745567235873,0.0007306149439294529,0.01034745567235873,-2.4175666313314244,-0.4950774573565503,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.18,0.0007306149439192389,0.010347455672365113,0.0007306149439192389,0.010347455672365113,0.0007306149439192389,0.010347455672365113,-2.4175666313314346,-0.4950774573565439,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.19,0.0007306149439356702,0.010347455672366945,0.0007306149439356702,0.010347455672366945,0.0007306149439356702,0.010347455672366945,-2.417566631331418,-0.49507745735654207,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.2,0.0007306149439192389,0.010347455672342742,0.0007306149439192389,0.010347455672342742,0.0007306149439192389,0.010347455672342742,-2.4175666313314346,-0.4950774573565663,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.21,-3.651740655354838,-1.6119828257922837,-3.651740655354838,-1.6119828257922837,-3.651740655354838,-1.6119828257922837,-6.070037901630192,-2.1174077388211927,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.22,-1.365937868775294,-0.9937630200913921,-1.365937868775294,-0.9937630200913921,-1.365937868775294,-0.9937630200913921,-3.784235115050648,-1.499187933120301,-2.418297246275354,-0.505424913028909,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
