t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,9.042816901239092e-5,-0.004941290152892908,9.042816901239092e-5,-0.004941290152892908,9.042816901239092e-5,-0.004941290152892908,6.320090428169016,1.0050332807509204,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,9.042816902837814e-5,-0.004941290152948419,9.042816902837814e-5,-0.004941290152948419,9.042816902837814e-5,-0.004941290152948419,6.320090428169032,1.0050332807508648,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,9.042816902304907e-5,-0.004941290152949751,9.042816902304907e-5,-0.004941290152949751,9.042816902304907e-5,-0.004941290152949751,6.320090428169027,1.0050332807508635,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,9.042816903193085e-5,-0.004941290152948197,9.042816903193085e-5,-0.004941290152948197,9.042816903193085e-5,-0.004941290152948197,6.320090428169036,1.005033280750865,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,9.042816902393724e-5,-0.004941290152919331,9.042816902393724e-5,-0.004941290152919331,9.042816902393724e-5,-0.004941290152919331,6.320090428169028,1.005033280750894,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,9.04281690052855e-5,-0.00494129015296263,9.04281690052855e-5,-0.00494129015296263,9.04281690052855e-5,-0.00494129015296263,6.320090428169009,1.0050332807508506,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,9.042816901772e-5,-0.004941290152905342,9.042816901772e-5,-0.004941290152905342,9.042816901772e-5,-0.004941290152905342,6.320090428169022,1.005033280750908,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,9.042816901949635e-5,-0.0049412901529619635,9.042816901949635e-5,-0.0049412901529619635,9.042816901949635e-5,-0.0049412901529619635,6.320090428169023,1.0050332807508513,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,9.042816902748996e-5,-0.004941290152949307,9.042816902748996e-5,-0.004941290152949307,9.042816902748996e-5,-0.004941290152949307,6.320090428169031,1.005033280750864,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,9.042816902304907e-5,-0.004941290152948863,9.042816902304907e-5,-0.004941290152948863,9.042816902304907e-5,-0.004941290152948863,6.320090428169027,1.0050332807508644,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,9.042816901594364e-5,-0.004941290152948419,9.042816901594364e-5,-0.004941290152948419,9.042816901594364e-5,-0.004941290152948419,6.32009042816902,1.0050332807508648,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.11,9.042816902482542e-5,-0.004941290152933986,9.042816902482542e-5,-0.004941290152933986,9.042816902482542e-5,-0.004941290152933986,6.320090428169029,1.0050332807508793,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.12,9.042816901594364e-5,-0.004941290152919997,9.042816901594364e-5,-0.004941290152919997,9.042816901594364e-5,-0.004941290152919997,6.32009042816902,1.0050332807508933,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.13,9.042816899995643e-5,-0.004941290152949307,9.042816899995643e-5,-0.004941290152949307,9.042816899995643e-5,-0.004941290152949307,6.320090428169004,1.005033280750864,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.14,9.042816902660178e-5,-0.004941290152963518,9.042816902660178e-5,-0.004941290152963518,9.042816902660178e-5,-0.004941290152963518,6.32009042816903,1.0050332807508497,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.15,9.042816902660178e-5,-0.00494129015293332,9.042816902660178e-5,-0.00494129015293332,9.042816902660178e-5,-0.00494129015293332,6.32009042816903,1.00503328075088,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.16,9.042816902482542e-5,-0.004941290152948863,9.042816902482542e-5,-0.004941290152948863,9.042816902482542e-5,-0.004941290152948863,6.320090428169029,1.0050332807508644,6.320000000000004,1.0099745709038133,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
