t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.0005202971434759007,-0.003722771427901117,0.0005202971434759007,-0.003722771427901117,0.0005202971434759007,-0.003722771427901117,5.116520297143475,1.9638021448780894,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,0.0005202971434838943,-0.003722771427900229,0.0005202971434838943,-0.003722771427900229,0.0005202971434838943,-0.003722771427900229,5.116520297143483,1.9638021448780902,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,0.0005202971434830062,-0.003722771427906446,0.0005202971434830062,-0.003722771427906446,0.0005202971434830062,-0.003722771427906446,5.116520297143482,1.963802144878084,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,0.0005202971434803416,-0.003722771427891569,0.0005202971434803416,-0.003722771427891569,0.0005202971434803416,-0.003722771427891569,5.116520297143479,1.963802144878099,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,0.0005202971434803416,-0.0037227714278931234,0.0005202971434803416,-0.0037227714278931234,0.0005202971434803416,-0.0037227714278931234,5.116520297143479,1.9638021448780973,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,0.0005202971434794534,-0.0037227714278922353,0.0005202971434794534,-0.0037227714278922353,0.0005202971434794534,-0.0037227714278922353,5.116520297143478,1.9638021448780982,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,0.0005202971434794534,-0.0037227714278931234,0.0005202971434794534,-0.0037227714278931234,0.0005202971434794534,-0.0037227714278931234,5.116520297143478,1.9638021448780973,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,0.000520297143482118,-0.0037227714278971202,0.000520297143482118,-0.0037227714278971202,0.000520297143482118,-0.0037227714278971202,5.116520297143481,1.9638021448780933,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,0.0005202971434794534,-0.003722771427901117,0.0005202971434794534,-0.003722771427901117,0.0005202971434794534,-0.003722771427901117,5.116520297143478,1.9638021448780894,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,0.0005202971434803416,-0.0037227714278922353,0.0005202971434803416,-0.0037227714278922353,0.0005202971434803416,-0.0037227714278922353,5.116520297143479,1.9638021448780982,5.115999999999999,1.9675249163059905,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
