t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-0.0003913399458950195,-0.001075533971356013,-0.0003913399458950195,-0.001075533971356013,-0.0003913399458950195,-0.001075533971356013,-3.297997502818243,-0.3257624678514212,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-0.00039133994589457544,-0.0010755339712970602,-0.00039133994589457544,-0.0010755339712970602,-0.00039133994589457544,-0.0010755339712970602,-3.2979975028182427,-0.32576246785136226,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-0.00039133994589457544,-0.0010755339713407475,-0.00039133994589457544,-0.0010755339713407475,-0.00039133994589457544,-0.0010755339713407475,-3.2979975028182427,-0.32576246785140595,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-0.0003913399458967959,-0.0010755339713698908,-0.0003913399458967959,-0.0010755339713698908,-0.0003913399458967959,-0.0010755339713698908,-3.297997502818245,-0.3257624678514351,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-0.00039133994589324317,-0.0010755339713267031,-0.00039133994589324317,-0.0010755339713267031,-0.00039133994589324317,-0.0010755339713267031,-3.2979975028182413,-0.3257624678513919,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-0.00039133994589057863,-0.0010755339713560685,-0.00039133994589057863,-0.0010755339713560685,-0.00039133994589057863,-0.0010755339713560685,-3.2979975028182387,-0.32576246785142127,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-0.0003913399458963518,-0.0010755339713554024,-0.0003913399458963518,-0.0010755339713554024,-0.0003913399458963518,-0.0010755339713554024,-3.2979975028182444,-0.3257624678514206,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-0.00039133994588969045,-0.0010755339712985035,-0.00039133994588969045,-0.0010755339712985035,-0.00039133994588969045,-0.0010755339712985035,-3.297997502818238,-0.3257624678513637,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-0.0003913399458927991,-0.0010755339713699463,-0.0003913399458927991,-0.0010755339713699463,-0.0003913399458927991,-0.0010755339713699463,-3.297997502818241,-0.32576246785143514,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-0.000391339945892355,-0.00107553397135568,-0.000391339945892355,-0.00107553397135568,-0.000391339945892355,-0.00107553397135568,-3.2979975028182404,-0.3257624678514209,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,-0.0003913399458914668,-0.0010755339713559575,-0.0003913399458914668,-0.0010755339713559575,-0.0003913399458914668,-0.0010755339713559575,-3.2979975028182396,-0.32576246785142116,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.11,-0.00039133994589413135,-0.0010755339713700574,-0.00039133994589413135,-0.0010755339713700574,-0.00039133994589413135,-0.0010755339713700574,-3.297997502818242,-0.32576246785143526,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.12,-0.000391339945892355,-0.0010755339713413026,-0.000391339945892355,-0.0010755339713413026,-0.000391339945892355,-0.0010755339713413026,-3.2979975028182404,-0.3257624678514065,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.13,-0.00039133994589368726,-0.0010755339713415246,-0.00039133994589368726,-0.0010755339713415246,-0.00039133994589368726,-0.0010755339713415246,-3.2979975028182418,-0.3257624678514067,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.14,-0.00039133994589413135,-0.0010755339713556245,-0.00039133994589413135,-0.0010755339713556245,-0.00039133994589413135,-0.0010755339713556245,-3.297997502818242,-0.3257624678514208,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.15,-0.0003913399458919109,-0.001075533971341247,-0.0003913399458919109,-0.001075533971341247,-0.0003913399458919109,-0.001075533971341247,-3.29799750281824,-0.32576246785140645,-3.297606162872348,-0.3246869338800652,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
