t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.00046738060457229835,0.014274915547939138,0.00046738060457229835,0.014274915547939138,0.00046738060457229835,0.014274915547939138,-2.6745875771186616,-1.4013163969956357,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,0.0004673806045740747,0.014274915547939582,0.0004673806045740747,0.014274915547939582,0.0004673806045740747,0.014274915547939582,-2.67458757711866,-1.4013163969956353,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,0.00046738060457673924,0.01427491554796867,0.00046738060457673924,0.01427491554796867,0.00046738060457673924,0.01427491554796867,-2.674587577118657,-1.4013163969956062,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,0.0004673806045776274,0.014274915547939582,0.0004673806045776274,0.014274915547939582,0.0004673806045776274,0.014274915547939582,-2.6745875771186562,-1.4013163969956353,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,0.00046738060457629516,0.01427491554791005,0.00046738060457629516,0.01427491554791005,0.00046738060457629516,0.01427491554791005,-2.6745875771186576,-1.4013163969956648,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,0.0004673806045776274,0.014274915547895617,0.0004673806045776274,0.014274915547895617,0.0004673806045776274,0.014274915547895617,-2.6745875771186562,-1.4013163969956792,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,0.0004673806045736306,0.014274915547938916,0.0004673806045736306,0.014274915547938916,0.0004673806045736306,0.014274915547938916,-2.6745875771186602,-1.401316396995636,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,0.0004673806045785156,0.01427491554795357,0.0004673806045785156,0.01427491554795357,0.0004673806045785156,0.01427491554795357,-2.6745875771186554,-1.4013163969956213,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,0.000467380604570522,0.014274915547953793,0.000467380604570522,0.014274915547953793,0.000467380604570522,0.014274915547953793,-2.6745875771186634,-1.401316396995621,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,0.00046738060457585107,0.014274915547939582,0.00046738060457585107,0.014274915547939582,0.00046738060457585107,0.014274915547939582,-2.674587577118658,-1.4013163969956353,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,0.00046738060457673924,0.01427491554795357,0.00046738060457673924,0.01427491554795357,0.00046738060457673924,0.01427491554795357,-2.674587577118657,-1.4013163969956213,-2.675054957723234,-1.4155913125435748,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
