t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-4.307001131148513e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-4.4174370575882175e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,2.4295903816735203e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,-3.313077793191163e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,2.2087185287941085e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,1.1043592643970546e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,1.6565388965955813e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-4.417437057588217e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-2.2639364920139628e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,2.540026308113225e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-6.626155586382325e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-1.1595772276169077e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,1.6013209333757287e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,1.4908850069360222e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-8.282694482977913e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,-2.2087185287941097e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,1.546102970155875e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,1.8774107494749935e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,-7.178335218580858e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-1.4908850069360222e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.4510051338984666,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.5458490884438321,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.030481523926072947,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.021218128987962815,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.016041624810667825,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.024717481106968055,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.003144648033541251,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.011167280706247309,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.01217767041494109,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.013760869418643757,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,0.6954422698000241,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.6754482481802215,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.06592458670301343,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.02459072542783202,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.008576497472021103,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.0308529724407952,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.028315731387981102,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.03631630307309058,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.042046625576389086,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.048205277709154046,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.052097299125919996,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.055468835219580945,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.05779158762008728,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.05931358109107266,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.06004883625602708,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.06013989580813297,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.059655608049633206,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.05869877466184689,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
