t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,1.2982406014395702,1.2982406014395702,0.0,0.0,-1.7360328314527331,-1.7360328314527331,-1.7360328314527331,-0.0,1.7360328314527331,SG,gen-10,get_activepower_series,get_reactivepower_series
0.01,4.662936703425661e-15,1.2982406014395749,1.2982406014395702,-1.33226762955019e-16,-1.33226762955019e-16,-1.7360328314527331,-1.7360328314527331,-1.7360328314527331,1.33226762955019e-16,1.7360328314527331,SG,gen-10,get_activepower_series,get_reactivepower_series
0.02,4.440892098500637e-15,1.2982406014395744,1.2982406014395702,4.574118861455719e-14,4.574118861455719e-14,-1.7360328314526874,-1.7360328314526874,-1.7360328314527331,-4.574118861455719e-14,1.7360328314526874,SG,gen-10,get_activepower_series,get_reactivepower_series
0.03,8.792966355031289e-15,1.2982406014395789,1.2982406014395702,3.0331293032757736e-14,3.0331293032757736e-14,-1.7360328314527027,-1.7360328314527027,-1.7360328314527331,-3.0331293032757736e-14,1.7360328314527027,SG,gen-10,get_activepower_series,get_reactivepower_series
0.04,2.131628207280332e-15,1.2982406014395724,1.2982406014395702,0.0,0.0,-1.7360328314527331,-1.7360328314527331,-1.7360328314527331,-0.0,1.7360328314527331,SG,gen-10,get_activepower_series,get_reactivepower_series
0.05,4.884981308350689e-15,1.298240601439575,1.2982406014395702,3.0420110874726954e-14,3.0420110874726954e-14,-1.736032831452703,-1.736032831452703,-1.7360328314527331,-3.0420110874726954e-14,1.736032831452703,SG,gen-10,get_activepower_series,get_reactivepower_series
0.06,1.1546319456103303e-15,1.2982406014395713,1.2982406014395702,0.0,0.0,-1.7360328314527331,-1.7360328314527331,-1.7360328314527331,-0.0,1.7360328314527331,SG,gen-10,get_activepower_series,get_reactivepower_series
0.07,4.662936703425559e-15,1.2982406014395749,1.2982406014395702,-2.220446049250313e-16,-2.220446049250313e-16,-1.7360328314527333,-1.7360328314527333,-1.7360328314527331,2.220446049250313e-16,1.7360328314527333,SG,gen-10,get_activepower_series,get_reactivepower_series
0.08,2.6645352591003757e-15,1.2982406014395729,1.2982406014395702,0.0,0.0,-1.7360328314527331,-1.7360328314527331,-1.7360328314527331,-0.0,1.7360328314527331,SG,gen-10,get_activepower_series,get_reactivepower_series
0.09,3.153033389935557e-15,1.2982406014395733,1.2982406014395702,3.042011087472376e-14,3.042011087472376e-14,-1.7360328314527027,-1.7360328314527027,-1.7360328314527331,-3.042011087472376e-14,1.7360328314527027,SG,gen-10,get_activepower_series,get_reactivepower_series
