t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-4.6383089104676285e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-4.4174370575882175e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,2.705680197772784e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,-4.4174370575882175e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,5.521796321985271e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,2.2087185287941092e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,1.8774107494749923e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-6.073975954183798e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-2.5400263081132268e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,2.7056801977727828e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-6.626155586382325e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-1.1043592643970549e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,1.6565388965955813e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,1.4908850069360222e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-8.834874115176441e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,-2.374372418453668e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,1.7117568598154328e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,2.0982826023544045e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,-8.282694482977913e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-1.7117568598154328e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.4934314500322959,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.5929123796147626,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.03581900614312609,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.02019380030456559,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.01520866478604568,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.025881472035839223,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.0038426096809481575,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.01228073718794663,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.013101783805911822,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.014788868801192507,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,0.7153029161234481,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.6901282128359143,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.06893227346099712,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.022663281885302443,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.007844925342104413,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.03217203274450692,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.029184606475379214,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.037565770356122664,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.04349154053047613,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.049774017174617276,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.053762196972775345,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.05720022324407088,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.0595567037960074,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.06108575315354948,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.061805161066019965,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.061862189046507865,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.061328536605160154,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.06031113187456387,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.05890048562227022,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.05719017172871666,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.5,-0.055267046738373314,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.51,-0.05321482008648945,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.52,-0.051110693295828784,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.53,-0.04902461209890566,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.54,-0.04701705443787714,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.55,-0.04513751483972408,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.56,-0.04342343980873936,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.57,-0.041898901977590976,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.58,-0.0405743243790112,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.59,-0.03944759833834105,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.6,-0.038505472061084865,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.61,-0.03772526746860948,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.62,-0.03707784778799718,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.63,-0.036530316853990545,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.64,-0.03604832013549752,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.65,-0.03559837693770589,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.66,-0.03514966482185141,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.67,-0.03467521227764686,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.68,-0.03415280727345622,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.69,-0.03356527902611093,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.7,-0.03290065597619691,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.71,-0.032151906401831555,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.72,-0.031316519034718555,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.73,-0.03039609299359444,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.74,-0.02939566836019572,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.75,-0.02832323471357051,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.76,-0.02718899299217191,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.77,-0.02600487909920916,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.78,-0.024784016365433075,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.79,-0.023540128140788267,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.8,-0.02228717725401044,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.81,-0.02103894216359358,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.82,-0.019808631854404964,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
