t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,2.300000000011328,2.300000000011328,0.0,0.0,1.7616291155904558,1.7616291155904558,1.7616291155904558,-0.0,-1.7616291155904558,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.01,-7.993605777301124e-15,2.30000000001132,2.300000000011328,4.2632564145605954e-15,4.2632564145605954e-15,1.76162911559046,1.76162911559046,1.7616291155904558,-4.2632564145605954e-15,-1.76162911559046,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.02,-7.283063041541023e-15,2.3000000000113205,2.300000000011328,2.309263891220302e-15,2.309263891220302e-15,1.761629115590458,1.761629115590458,1.7616291155904558,-2.309263891220302e-15,-1.761629115590458,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.03,-8.526512829121175e-15,2.3000000000113197,2.300000000011328,2.5313084961453298e-15,2.5313084961453298e-15,1.7616291155904582,1.7616291155904582,1.7616291155904558,-2.5313084961453298e-15,-1.7616291155904582,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.04,-3.9968028886505635e-15,2.300000000011324,2.300000000011328,3.6859404417555516e-15,3.6859404417555516e-15,1.7616291155904595,1.7616291155904595,1.7616291155904558,-3.6859404417555516e-15,-1.7616291155904595,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.05,-7.727152251391144e-15,2.3000000000113205,2.300000000011328,4.396483177515539e-15,4.396483177515539e-15,1.7616291155904602,1.7616291155904602,1.7616291155904558,-4.396483177515539e-15,-1.7616291155904602,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.06,-7.815970093361221e-15,2.3000000000113205,2.300000000011328,4.440892098500823e-15,4.440892098500823e-15,1.7616291155904604,1.7616291155904604,1.7616291155904558,-4.440892098500823e-15,-1.7616291155904604,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.07,-6.927791673660996e-15,2.300000000011321,2.300000000011328,5.639932965095983e-15,5.639932965095983e-15,1.7616291155904613,1.7616291155904613,1.7616291155904558,-5.639932965095983e-15,-1.7616291155904613,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.08,-8.615330671091318e-15,2.3000000000113197,2.300000000011328,3.7303493627406295e-15,3.7303493627406295e-15,1.7616291155904595,1.7616291155904595,1.7616291155904558,-3.7303493627406295e-15,-1.7616291155904595,GFL,gen-1,get_activepower_series,get_reactivepower_series
0.09,-8.260059303211197e-15,2.3000000000113197,2.300000000011328,3.153033389935557e-15,3.153033389935557e-15,1.7616291155904589,1.7616291155904589,1.7616291155904558,-3.153033389935557e-15,-1.7616291155904589,GFL,gen-1,get_activepower_series,get_reactivepower_series
