t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-4.4174370575882175e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.1043592643970545e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,4.4174370575882185e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,2.208718528794109e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,-6.626155586382325e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-8.834874115176437e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,1.4356670437161705e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-1.7669748230352868e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-1.8774107494749935e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,1.9878466759146976e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,1.325231117276465e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,8.834874115176441e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,-1.4356670437161705e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-1.8774107494749907e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,2.0982826023544045e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,2.0982826023544045e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,-7.730514850779375e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,-2.2087185287941097e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,5.521796321985274e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-5.521796321985267e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-3.314598067267645,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-3.3927141043696,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,0.02923187936138089,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.02399270673203773,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.038022756343686744,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.012099217579013798,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,-0.043298559166130124,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,-0.026805842358793026,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,-0.034488610991908,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,-0.03598652973503014,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,3.3180192314728125,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,3.144217221129681,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.3423706586379772,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.1297112616729933,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,-0.027658462186242856,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.07256114395250407,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.05664027859697455,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.06390458614325759,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.06701349252708698,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.0706216389540939,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.07097214655248489,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.07143187179211674,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.07090247329942241,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.06985517126484794,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.06823526089790609,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.06622395117041387,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.06386361115815216,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.0612488335185096,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.05844820707508797,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.055534214036102564,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.5,-0.0525735270709468,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.51,-0.04963175262782289,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.52,-0.04677119915183241,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.53,-0.04405086843661112,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.54,-0.04152425998039047,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.55,-0.039237815583320027,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.56,-0.03722941345885339,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.57,-0.035525971873875545,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.58,-0.03414167935733348,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.59,-0.0330782827831276,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.6,-0.032325723974364035,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.61,-0.031862761302825955,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.62,-0.031659476384494595,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.63,-0.031680086432187844,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.64,-0.031884782775708324,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.65,-0.032232533728361164,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.66,-0.032683127931068735,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.67,-0.03319834943775114,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.68,-0.0337433326651654,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.69,-0.03428722976350437,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.7,-0.03480359336297289,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.71,-0.03527042278324124,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.72,-0.035669995094322345,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.73,-0.03598864301243132,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.74,-0.03621645762724066,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.75,-0.03634690447640377,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.76,-0.036376210486400044,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.77,-0.03630314128535003,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.78,-0.036128571839418915,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.79,-0.035854995225880704,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.8,-0.03548623992199351,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.81,-0.0350271686270489,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.82,-0.03448342927583021,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.83,-0.03386103174873492,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
