t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-6.077156196937494e-6,-1.9309857820504206e-6,-6.077156196937494e-6,-1.9309857820504206e-6,-6.077156196937494e-6,-1.9309857820504206e-6,-2.104944344986923,-0.5055130344788006,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-6.07715619915794e-6,-1.930985811582353e-6,-6.07715619915794e-6,-1.930985811582353e-6,-6.07715619915794e-6,-1.930985811582353e-6,-2.1049443449869254,-0.5055130344788301,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-6.077156201378386e-6,-1.9309858267924085e-6,-6.077156201378386e-6,-1.9309858267924085e-6,-6.077156201378386e-6,-1.9309858267924085e-6,-2.1049443449869276,-0.5055130344788453,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-6.077156200934297e-6,-1.930985811582353e-6,-6.077156200934297e-6,-1.930985811582353e-6,-6.077156200934297e-6,-1.930985811582353e-6,-2.104944344986927,-0.5055130344788301,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-6.0771561951611375e-6,-1.9309857967053645e-6,-6.0771561951611375e-6,-1.9309857967053645e-6,-6.0771561951611375e-6,-1.9309857967053645e-6,-2.1049443449869214,-0.5055130344788152,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-6.077156196937494e-6,-1.9309857819393983e-6,-6.077156196937494e-6,-1.9309857819393983e-6,-6.077156196937494e-6,-1.9309857819393983e-6,-2.104944344986923,-0.5055130344788005,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-6.0771561973815835e-6,-1.930985811582353e-6,-6.0771561973815835e-6,-1.930985811582353e-6,-6.0771561973815835e-6,-1.930985811582353e-6,-2.1049443449869236,-0.5055130344788301,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-6.077156202710654e-6,-1.930985782272465e-6,-6.077156202710654e-6,-1.930985782272465e-6,-6.077156202710654e-6,-1.930985782272465e-6,-2.104944344986929,-0.5055130344788008,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-6.0771561996020296e-6,-1.9309858120264423e-6,-6.0771561996020296e-6,-1.9309858120264423e-6,-6.0771561996020296e-6,-1.9309858120264423e-6,-2.104944344986926,-0.5055130344788306,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-6.077156195605227e-6,-1.930985826570364e-6,-6.077156195605227e-6,-1.930985826570364e-6,-6.077156195605227e-6,-1.930985826570364e-6,-2.104944344986922,-0.5055130344788451,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,-6.077156201822476e-6,-1.9309858271254754e-6,-6.077156201822476e-6,-1.9309858271254754e-6,-6.077156201822476e-6,-1.9309858271254754e-6,-2.104944344986928,-0.5055130344788457,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.11,-6.077156197825673e-6,-1.9309858264593416e-6,-6.077156197825673e-6,-1.9309858264593416e-6,-6.077156197825673e-6,-1.9309858264593416e-6,-2.104944344986924,-0.505513034478845,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.12,-6.077156194717048e-6,-1.9309857965943422e-6,-6.077156194717048e-6,-1.9309857965943422e-6,-6.077156194717048e-6,-1.9309857965943422e-6,-2.104944344986921,-0.5055130344788151,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.13,-6.077156198269762e-6,-1.9309857819393983e-6,-6.077156198269762e-6,-1.9309857819393983e-6,-6.077156198269762e-6,-1.9309857819393983e-6,-2.1049443449869245,-0.5055130344788005,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.14,-6.077156198713851e-6,-1.930985796816387e-6,-6.077156198713851e-6,-1.930985796816387e-6,-6.077156198713851e-6,-1.930985796816387e-6,-2.104944344986925,-0.5055130344788153,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.15,-6.077156196937494e-6,-1.930985811582353e-6,-6.077156196937494e-6,-1.930985811582353e-6,-6.077156196937494e-6,-1.930985811582353e-6,-2.104944344986923,-0.5055130344788301,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.16,-6.077156196937494e-6,-1.93098579648332e-6,-6.077156196937494e-6,-1.93098579648332e-6,-6.077156196937494e-6,-1.93098579648332e-6,-2.104944344986923,-0.505513034478815,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.17,-6.077156196049316e-6,-1.9309858264593416e-6,-6.077156196049316e-6,-1.9309858264593416e-6,-6.077156196049316e-6,-1.9309858264593416e-6,-2.1049443449869223,-0.505513034478845,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.18,-6.077156198269762e-6,-1.930985796927409e-6,-6.077156198269762e-6,-1.930985796927409e-6,-6.077156198269762e-6,-1.930985796927409e-6,-2.1049443449869245,-0.5055130344788155,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.19,-6.077156202266565e-6,-1.9309857971494537e-6,-6.077156202266565e-6,-1.9309857971494537e-6,-6.077156202266565e-6,-1.9309857971494537e-6,-2.1049443449869285,-0.5055130344788157,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.2,-6.077156204042922e-6,-1.9309857676175213e-6,-6.077156204042922e-6,-1.9309857676175213e-6,-6.077156204042922e-6,-1.9309857676175213e-6,-2.1049443449869303,-0.5055130344787861,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.21,1.5145465578428285,0.6247382528943322,1.5145465578428285,0.6247382528943322,1.5145465578428285,0.6247382528943322,-0.5903917099878977,0.11922714940131363,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.22,1.3631673746535173,0.44105223184290804,1.3631673746535173,0.44105223184290804,1.3631673746535173,0.44105223184290804,-0.7417708931772088,-0.06445887165011051,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.23,1.4256657386144678,0.3633783236712791,1.4256657386144678,0.3633783236712791,1.4256657386144678,0.3633783236712791,-0.6792725292162585,-0.1421327798217394,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.24,1.4753379769450283,0.3712469599935331,1.4753379769450283,0.3712469599935331,1.4753379769450283,0.3712469599935331,-0.6296002908856979,-0.13426414349948548,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.25,1.4845043452486688,0.3825819821338067,1.4845043452486688,0.3825819821338067,1.4845043452486688,0.3825819821338067,-0.6204339225820574,-0.12292912135921187,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.26,1.4855782616143096,0.38638188502265347,1.4855782616143096,0.38638188502265347,1.4855782616143096,0.38638188502265347,-0.6193600062164165,-0.11912921847036503,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.27,1.4888408669061364,0.38569374127009926,1.4888408669061364,0.38569374127009926,1.4888408669061364,0.38569374127009926,-0.6160974009245898,-0.11981736222291928,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.28,1.4938817219497826,0.3858878531799338,1.4938817219497826,0.3858878531799338,1.4938817219497826,0.3858878531799338,-0.6110565458809437,-0.11962325031308475,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.29,1.4986897926401561,0.3868061889060991,1.4986897926401561,0.3868061889060991,1.4986897926401561,0.3868061889060991,-0.6062484751905701,-0.11870491458691942,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.3,1.5030456186090992,0.38773765384818654,1.5030456186090992,0.38773765384818654,1.5030456186090992,0.38773765384818654,-0.601892649221627,-0.11777344964483198,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.31,1.0291464428433077,0.3618681832664959,1.0291464428433077,0.3618681832664959,1.0291464428433077,0.3618681832664959,-1.0757918249874185,-0.14364292022652264,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.32,1.0010518241054156,0.3466741357713333,1.0010518241054156,0.3466741357713333,1.0010518241054156,0.3466741357713333,-1.1038864437253106,-0.1588369677216852,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.33,0.988174197590056,0.31441873931491304,0.988174197590056,0.31441873931491304,0.988174197590056,0.31441873931491304,-1.1167640702406703,-0.19109236417810546,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.34,0.9711504730427605,0.2932098816673625,0.9711504730427605,0.2932098816673625,0.9711504730427605,0.2932098816673625,-1.1337877947879658,-0.212301221825656,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.35,0.9634261006930143,0.2937484617885603,0.9634261006930143,0.2937484617885603,0.9634261006930143,0.2937484617885603,-1.141512167137712,-0.21176264170445827,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.36,0.9536385470628121,0.2929042758390092,0.9536385470628121,0.2929042758390092,0.9536385470628121,0.2929042758390092,-1.151299720767914,-0.21260682765400934,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.37,0.945877321006521,0.29159920801589667,0.945877321006521,0.29159920801589667,0.945877321006521,0.29159920801589667,-1.1590609468242052,-0.21391189547712186,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.38,0.9383811891193992,0.2902557313485272,0.9383811891193992,0.2902557313485272,0.9383811891193992,0.2902557313485272,-1.166557078711327,-0.21525537214449134,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.39,0.9314684297260472,0.2892022322631446,0.9314684297260472,0.2892022322631446,0.9314684297260472,0.2892022322631446,-1.173469838104679,-0.2163088712298739,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.4,0.9246820424861104,0.2879016563053279,0.9246820424861104,0.2879016563053279,0.9246820424861104,0.2879016563053279,-1.1802562253446158,-0.21760944718769065,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.41,0.9182952973828273,0.2867715017033468,0.9182952973828273,0.2867715017033468,0.9182952973828273,0.2867715017033468,-1.186642970447899,-0.21873960178967172,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.42,0.9122168605107823,0.28572382928054385,0.9122168605107823,0.28572382928054385,0.9122168605107823,0.28572382928054385,-1.192721407319944,-0.21978727421247468,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.43,0.9064580123985442,0.28475080537223196,0.9064580123985442,0.28475080537223196,0.9064580123985442,0.28475080537223196,-1.198480255432182,-0.22076029812078654,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.44,0.901009020192671,0.28384955119859745,0.901009020192671,0.28384955119859745,0.901009020192671,0.28384955119859745,-1.2039292476380552,-0.22166155229442108,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.45,0.8958665952396674,0.28301949857039477,0.8958665952396674,0.28301949857039477,0.8958665952396674,0.28301949857039477,-1.2090716725910589,-0.22249160492262376,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.46,0.8910196523410621,0.28225638530258407,0.8910196523410621,0.28225638530258407,0.8910196523410621,0.28225638530258407,-1.2139186154896642,-0.22325471819043446,-2.1049382678307262,-0.5055111034930185,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
