t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-9.058362161384892e-5,0.010038407383276049,-9.058362161384892e-5,0.010038407383276049,-9.058362161384892e-5,0.010038407383276049,-3.110334637796606,-0.47645225828495796,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-9.058362161340483e-5,0.01003840738321865,-9.058362161340483e-5,0.01003840738321865,-9.058362161340483e-5,0.01003840738321865,-3.1103346377966057,-0.47645225828501536,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-9.05836216227307e-5,0.010038407383218317,-9.05836216227307e-5,0.010038407383218317,-9.05836216227307e-5,0.010038407383218317,-3.110334637796615,-0.4764522582850157,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-9.058362161651345e-5,0.010038407383218262,-9.058362161651345e-5,0.010038407383218262,-9.058362161651345e-5,0.010038407383218262,-3.110334637796609,-0.47645225828501575,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-9.058362162406297e-5,0.010038407383159531,-9.058362162406297e-5,0.010038407383159531,-9.058362162406297e-5,0.010038407383159531,-3.1103346377966163,-0.4764522582850745,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-9.058362161429301e-5,0.01003840738336298,-9.058362161429301e-5,0.01003840738336298,-9.058362161429301e-5,0.01003840738336298,-3.1103346377966066,-0.47645225828487103,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-9.058362161162847e-5,0.010038407383363646,-9.058362161162847e-5,0.010038407383363646,-9.058362161162847e-5,0.010038407383363646,-3.110334637796604,-0.47645225828487037,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-9.058362161562528e-5,0.01003840738333378,-9.058362161562528e-5,0.01003840738333378,-9.058362161562528e-5,0.01003840738333378,-3.110334637796608,-0.47645225828490023,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-9.058362161828981e-5,0.010038407383218484,-9.058362161828981e-5,0.010038407383218484,-9.058362161828981e-5,0.010038407383218484,-3.1103346377966106,-0.47645225828501553,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-9.058362161251665e-5,0.010038407383218206,-9.058362161251665e-5,0.010038407383218206,-9.058362161251665e-5,0.010038407383218206,-3.110334637796605,-0.4764522582850158,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,-9.05836216147371e-5,0.010038407383334058,-9.05836216147371e-5,0.010038407383334058,-9.05836216147371e-5,0.010038407383334058,-3.110334637796607,-0.47645225828489995,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.11,-9.058362160851985e-5,0.010038407383334724,-9.058362160851985e-5,0.010038407383334724,-9.058362160851985e-5,0.010038407383334724,-3.110334637796601,-0.4764522582848993,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.12,-9.05836216107403e-5,0.010038407383363424,-9.05836216107403e-5,0.010038407383363424,-9.05836216107403e-5,0.010038407383363424,-3.110334637796603,-0.4764522582848706,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.13,-9.058362161518119e-5,0.010038407383217485,-9.058362161518119e-5,0.010038407383217485,-9.058362161518119e-5,0.010038407383217485,-3.1103346377966075,-0.47645225828501653,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.14,-9.058362161251665e-5,0.010038407383218206,-9.058362161251665e-5,0.010038407383218206,-9.058362161251665e-5,0.010038407383218206,-3.110334637796605,-0.4764522582850158,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.15,-9.05836216107403e-5,0.010038407383276216,-9.05836216107403e-5,0.010038407383276216,-9.05836216107403e-5,0.010038407383276216,-3.110334637796603,-0.4764522582849578,-3.1102440541749923,-0.486490665668234,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
