t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-7.233553181800706e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.0491413011772016e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,4.003302333439323e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,-1.684147878205508e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,-3.036987977091899e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,1.82219278625514e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,4.196565204708806e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-1.960237694304771e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-3.313077793191165e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,5.30092446910586e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-3.3130777931911626e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-2.760898160992637e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,2.484808344893372e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,1.2976221356665377e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-1.90501973108492e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,-5.0800526162264536e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,5.438969377155488e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,2.9817700138720484e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,-2.9541610322621222e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-3.589167609290424e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.8899177945220837,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.9486322480613606,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.013807612417258175,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,-0.00013693616272744138,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.010378574925637755,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.035563238819299514,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.012171529105929856,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.022118086596726486,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.022981884717716713,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.02519491981680843,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,0.8939037816226858,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.8261310100943032,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.1056297457031667,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.02066390615670605,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.0065252899882337935,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.03790359244730623,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.0358671288951379,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.045969441928261516,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.05370742466618306,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.06128587774575445,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.06616503152364278,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.07016320337164028,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.07276017321128166,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.07423874279587966,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.07465555377220447,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.0741974108118221,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.07297220011379478,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.07112469499962071,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.06878167378756427,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.06607135096730173,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.5,-0.0631133575064929,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.51,-0.060021784654319926,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.52,-0.056901363381890196,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.53,-0.053846182855125636,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.54,-0.050937038478698696,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.55,-0.04823946694730959,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
