t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-0.0003136419023963555,0.004215395136704658,-0.0003136419023963555,0.004215395136704658,-0.0003136419023963555,0.004215395136704658,5.399686358097605,0.08658243495204632,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-0.00031364190239369094,0.004215395136696998,-0.00031364190239369094,0.004215395136696998,-0.00031364190239369094,0.004215395136696998,5.3996863580976076,0.08658243495203866,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-0.00031364190239724365,0.0042153951367109865,-0.00031364190239724365,0.0042153951367109865,-0.00031364190239724365,0.0042153951367109865,5.399686358097604,0.08658243495205264,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-0.0003136419023954673,0.004215395136696887,-0.0003136419023954673,0.004215395136696887,-0.0003136419023954673,0.004215395136696887,5.399686358097606,0.08658243495203855,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-0.0003136419023963555,0.004215395136703881,-0.0003136419023963555,0.004215395136703881,-0.0003136419023963555,0.004215395136703881,5.399686358097605,0.08658243495204554,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-0.00031364190239724365,0.004215395136689892,-0.00031364190239724365,0.004215395136689892,-0.00031364190239724365,0.004215395136689892,5.399686358097604,0.08658243495203155,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-0.00031364190239813183,0.0042153951367108755,-0.00031364190239813183,0.0042153951367108755,-0.00031364190239813183,0.0042153951367108755,5.399686358097603,0.08658243495205253,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-0.0003136419023954673,0.004215395136704769,-0.0003136419023954673,0.004215395136704769,-0.0003136419023954673,0.004215395136704769,5.399686358097606,0.08658243495204643,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-0.0003136419023954673,0.004215395136704325,-0.0003136419023954673,0.004215395136704325,-0.0003136419023954673,0.004215395136704325,5.399686358097606,0.08658243495204598,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-0.00031364190239813183,0.004215395136704214,-0.00031364190239813183,0.004215395136704214,-0.00031364190239813183,0.004215395136704214,5.399686358097603,0.08658243495204587,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.1,-0.0003136419023945791,0.004215395136690003,-0.0003136419023945791,0.004215395136690003,-0.0003136419023945791,0.004215395136690003,5.399686358097607,0.08658243495203166,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.11,-0.0003136419023963555,0.004215395136704214,-0.0003136419023963555,0.004215395136704214,-0.0003136419023963555,0.004215395136704214,5.399686358097605,0.08658243495204587,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.12,-0.0003136419023963555,0.00421539513671898,-0.0003136419023963555,0.00421539513671898,-0.0003136419023963555,0.00421539513671898,5.399686358097605,0.08658243495206064,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.13,-0.00031364190239813183,0.004215395136689337,-0.00031364190239813183,0.004215395136689337,-0.00031364190239813183,0.004215395136689337,5.399686358097603,0.086582434952031,5.400000000000001,0.08236703981534166,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,SG,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
