t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,6.320000000018344,6.320000000018344,0.0,0.0,1.0050316259286056,1.0050316259286056,1.0050316259286056,-0.0,-1.0050316259286056,SG,gen-4,get_activepower_series,get_reactivepower_series
0.01,5.32907051820076e-15,6.320000000018348,6.320000000018344,-2.53130849614536e-15,-2.53130849614536e-15,1.005031625928603,1.005031625928603,1.0050316259286056,2.53130849614536e-15,-1.005031625928603,SG,gen-4,get_activepower_series,get_reactivepower_series
0.02,4.796163466380753e-15,6.320000000018348,6.320000000018344,-2.131628207280324e-15,-2.131628207280324e-15,1.0050316259286034,1.0050316259286034,1.0050316259286056,2.131628207280324e-15,-1.0050316259286034,SG,gen-4,get_activepower_series,get_reactivepower_series
0.03,6.750155989721505e-15,6.32000000001835,6.320000000018344,-6.261657858886562e-15,-6.261657858886562e-15,1.0050316259285994,1.0050316259285994,1.0050316259286056,6.261657858886562e-15,-1.0050316259285994,SG,gen-4,get_activepower_series,get_reactivepower_series
0.04,1.776356839399622e-16,6.320000000018345,6.320000000018344,9.325873406853779e-16,9.325873406853779e-16,1.0050316259286065,1.0050316259286065,1.0050316259286056,-9.325873406853779e-16,-1.0050316259286065,SG,gen-4,get_activepower_series,get_reactivepower_series
0.05,-2.2559731860383154e-14,6.320000000018322,6.320000000018344,1.8696155734687482e-14,1.8696155734687482e-14,1.0050316259286243,1.0050316259286243,1.0050316259286056,-1.8696155734687482e-14,-1.0050316259286243,SG,gen-4,get_activepower_series,get_reactivepower_series
0.06,-6.572520305781281e-15,6.320000000018338,6.320000000018344,7.505107646466777e-15,7.505107646466777e-15,1.0050316259286132,1.0050316259286132,1.0050316259286056,-7.505107646466777e-15,-1.0050316259286132,SG,gen-4,get_activepower_series,get_reactivepower_series
0.07,-1.154631945610301e-14,6.320000000018332,6.320000000018344,4.263256414561754e-15,4.263256414561754e-15,1.0050316259286098,1.0050316259286098,1.0050316259286056,-4.263256414561754e-15,-1.0050316259286098,SG,gen-4,get_activepower_series,get_reactivepower_series
0.08,7.28306304154113e-15,6.320000000018351,6.320000000018344,-4.618527782440496e-15,-4.618527782440496e-15,1.0050316259286012,1.0050316259286012,1.0050316259286056,4.618527782440496e-15,-1.0050316259286012,SG,gen-4,get_activepower_series,get_reactivepower_series
0.09,3.552713678800821e-15,6.320000000018347,6.320000000018344,-2.7089441800850935e-15,-2.7089441800850935e-15,1.005031625928603,1.005031625928603,1.0050316259286056,2.7089441800850935e-15,-1.005031625928603,SG,gen-4,get_activepower_series,get_reactivepower_series
0.1,-1.030286966852344e-14,6.320000000018334,6.320000000018344,7.371880883512594e-15,7.371880883512594e-15,1.005031625928613,1.005031625928613,1.0050316259286056,-7.371880883512594e-15,-1.005031625928613,SG,gen-4,get_activepower_series,get_reactivepower_series
0.11,1.065814103640303e-15,6.320000000018345,6.320000000018344,-5.817568649036622e-15,-5.817568649036622e-15,1.0050316259285998,1.0050316259285998,1.0050316259286056,5.817568649036622e-15,-1.0050316259285998,SG,gen-4,get_activepower_series,get_reactivepower_series
0.12,-8.34887714518242e-15,6.320000000018336,6.320000000018344,1.0125233984583225e-14,1.0125233984583225e-14,1.0050316259286158,1.0050316259286158,1.0050316259286056,-1.0125233984583225e-14,-1.0050316259286158,SG,gen-4,get_activepower_series,get_reactivepower_series
0.13,-2.5757174171304073e-14,6.320000000018318,6.320000000018344,1.5942802633616316e-14,1.5942802633616316e-14,1.0050316259286216,1.0050316259286216,1.0050316259286056,-1.5942802633616316e-14,-1.0050316259286216,SG,gen-4,get_activepower_series,get_reactivepower_series
0.14,5.151434834260549e-15,6.320000000018349,6.320000000018344,8.870740879210278e-28,8.870740879210278e-28,1.0050316259286056,1.0050316259286056,1.0050316259286056,-8.870740879210278e-28,-1.0050316259286056,SG,gen-4,get_activepower_series,get_reactivepower_series
0.15,-1.7763568394019512e-15,6.320000000018342,6.320000000018344,1.332267629551747e-15,1.332267629551747e-15,1.005031625928607,1.005031625928607,1.0050316259286056,-1.332267629551747e-15,-1.005031625928607,SG,gen-4,get_activepower_series,get_reactivepower_series
0.16,2.486899575155588e-15,6.3200000000183465,6.320000000018344,6.235156594866877e-27,6.235156594866877e-27,1.0050316259286056,1.0050316259286056,1.0050316259286056,-6.235156594866877e-27,-1.0050316259286056,SG,gen-4,get_activepower_series,get_reactivepower_series
0.17,-4.796163466383397e-15,6.320000000018339,6.320000000018344,2.975397705998225e-15,2.975397705998225e-15,1.0050316259286087,1.0050316259286087,1.0050316259286056,-2.975397705998225e-15,-1.0050316259286087,SG,gen-4,get_activepower_series,get_reactivepower_series
0.18,-3.552713678840523e-16,6.320000000018344,6.320000000018344,9.769962616732093e-16,9.769962616732093e-16,1.0050316259286065,1.0050316259286065,1.0050316259286056,-9.769962616732093e-16,-1.0050316259286065,SG,gen-4,get_activepower_series,get_reactivepower_series
0.19,-3.108624468950576e-14,6.320000000018313,6.320000000018344,2.251532293940228e-14,2.251532293940228e-14,1.0050316259286283,1.0050316259286283,1.0050316259286056,-2.251532293940228e-14,-1.0050316259286283,SG,gen-4,get_activepower_series,get_reactivepower_series
0.2,-8.881784197001252e-16,6.320000000018343,6.320000000018344,5.10702591327572e-15,5.10702591327572e-15,1.0050316259286107,1.0050316259286107,1.0050316259286056,-5.10702591327572e-15,-1.0050316259286107,SG,gen-4,get_activepower_series,get_reactivepower_series
0.21,0.8850989196497407,7.205098919668085,6.320000000018344,4.803787703480646,4.803787703480646,5.808819329409252,5.808819329409252,1.0050316259286056,-4.803787703480646,-5.808819329409252,SG,gen-4,get_activepower_series,get_reactivepower_series
0.22,0.36171039063598587,6.68171039065433,6.320000000018344,4.834724699067604,4.834724699067604,5.83975632499621,5.83975632499621,1.0050316259286056,-4.834724699067604,-5.83975632499621,SG,gen-4,get_activepower_series,get_reactivepower_series
0.23,0.26308519876136544,6.58308519877971,6.320000000018344,4.586179301024388,4.586179301024388,5.591210926952995,5.591210926952995,1.0050316259286056,-4.586179301024388,-5.591210926952995,SG,gen-4,get_activepower_series,get_reactivepower_series
0.24,0.2716262503606087,6.591626250378952,6.320000000018344,4.351575837009458,4.351575837009458,5.356607462938063,5.356607462938063,1.0050316259286056,-4.351575837009458,-5.356607462938063,SG,gen-4,get_activepower_series,get_reactivepower_series
0.25,0.13568121954224419,6.455681219560589,6.320000000018344,4.210913740146456,4.210913740146456,5.215945366075061,5.215945366075061,1.0050316259286056,-4.210913740146456,-5.215945366075061,SG,gen-4,get_activepower_series,get_reactivepower_series
0.26,0.07141822213614991,6.391418222154494,6.320000000018344,4.097876806344082,4.097876806344082,5.102908432272687,5.102908432272687,1.0050316259286056,-4.097876806344082,-5.102908432272687,SG,gen-4,get_activepower_series,get_reactivepower_series
0.27,-0.005438906365979713,6.3145610936523635,6.320000000018344,4.01058793917487,4.01058793917487,5.015619565103476,5.015619565103476,1.0050316259286056,-4.01058793917487,-5.015619565103476,SG,gen-4,get_activepower_series,get_reactivepower_series
0.28,-0.07751922328849324,6.242480776729851,6.320000000018344,3.945518275752808,3.945518275752808,4.950549901681414,4.950549901681414,1.0050316259286056,-3.945518275752808,-4.950549901681414,SG,gen-4,get_activepower_series,get_reactivepower_series
