t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.00022517709432623434,-0.0018056222194282046,0.00022517709432623434,-0.0018056222194282046,0.00022517709432623434,-0.0018056222194282046,-1.5116731248245376,-0.20121734538575578,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,0.00022517709432734456,-0.0018056222194240967,0.00022517709432734456,-0.0018056222194240967,0.00022517709432734456,-0.0018056222194240967,-1.5116731248245365,-0.20121734538575167,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,0.0002251770943255682,-0.0018056222193982008,0.0002251770943255682,-0.0018056222193982008,0.0002251770943255682,-0.0018056222193982008,-1.5116731248245383,-0.20121734538572578,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,0.00022517709433089728,-0.001805622219394315,0.00022517709433089728,-0.001805622219394315,0.00022517709433089728,-0.001805622219394315,-1.511673124824533,-0.2012173453857219,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,0.00022517709433111932,-0.0018056222193982285,0.00022517709433111932,-0.0018056222193982285,0.00022517709433111932,-0.0018056222193982285,-1.5116731248245328,-0.2012173453857258,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,0.00022517709432534616,-0.0018056222194579308,0.00022517709432534616,-0.0018056222194579308,0.00022517709432534616,-0.0018056222194579308,-1.5116731248245385,-0.2012173453857855,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,0.00022517709432623434,-0.001805622219416797,0.00022517709432623434,-0.001805622219416797,0.00022517709432623434,-0.001805622219416797,-1.5116731248245376,-0.20121734538574437,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,0.00022517709433067523,-0.0018056222194279548,0.00022517709433067523,-0.0018056222194279548,0.00022517709433067523,-0.0018056222194279548,-1.5116731248245332,-0.20121734538575553,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,0.00022517709433178545,-0.0018056222194018645,0.00022517709433178545,-0.0018056222194018645,0.00022517709433178545,-0.0018056222194018645,-1.511673124824532,-0.20121734538572944,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,0.0002251770943280107,-0.0018056222194280103,0.0002251770943280107,-0.0018056222194280103,0.0002251770943280107,-0.0018056222194280103,-1.5116731248245359,-0.20121734538575559,-1.5118983019188639,-0.19941172316632758,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
