t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.00038076681279175517,-0.0027221463035291826,0.00038076681279175517,-0.0027221463035291826,0.00038076681279175517,-0.0027221463035291826,6.500380766812791,1.8424618992836996,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,0.00038076681278820246,-0.0027221463035487226,0.00038076681278820246,-0.0027221463035487226,0.00038076681278820246,-0.0027221463035487226,6.500380766812787,1.84246189928368,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,0.00038076681278376157,-0.0027221463035476123,0.00038076681278376157,-0.0027221463035476123,0.00038076681278376157,-0.0027221463035476123,6.500380766812783,1.8424618992836812,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,0.0003807668127864261,-0.002722146303530959,0.0003807668127864261,-0.002722146303530959,0.0003807668127864261,-0.002722146303530959,6.5003807668127855,1.8424618992836979,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,0.0003807668127944197,-0.002722146303559825,0.0003807668127944197,-0.002722146303559825,0.0003807668127944197,-0.002722146303559825,6.5003807668127935,1.842461899283669,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,0.0003807668127944197,-0.0027221463035429494,0.0003807668127944197,-0.0027221463035429494,0.0003807668127944197,-0.0027221463035429494,6.5003807668127935,1.8424618992836859,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,0.00038076681279619606,-0.002722146303550499,0.00038076681279619606,-0.002722146303550499,0.00038076681279619606,-0.002722146303550499,6.500380766812795,1.8424618992836783,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,0.00038076681278820246,-0.0027221463035331794,0.00038076681278820246,-0.0027221463035331794,0.00038076681278820246,-0.0027221463035331794,6.500380766812787,1.8424618992836956,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,0.0003807668127864261,-0.002722146303541173,0.0003807668127864261,-0.002722146303541173,0.0003807668127864261,-0.002722146303541173,6.5003807668127855,1.8424618992836876,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,0.00038076681278820246,-0.0027221463035296267,0.00038076681278820246,-0.0027221463035296267,0.00038076681278820246,-0.0027221463035296267,6.500380766812787,1.8424618992836992,6.499999999999999,1.8451840455872288,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
