t_s,p_ref_eff_pu,delta_pref_eff_pu,p_ref_pu,omega_pll_pu,Kω
0.0,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.01,0.6688947487137753,1.0685896612017132e-12,0.6688947487127068,0.9999999999999694,35.0
0.02,0.6688947487137753,1.0685896612017132e-12,0.6688947487127068,0.9999999999999694,35.0
0.03,0.6688947487137753,1.0685896612017132e-12,0.6688947487127068,0.9999999999999694,35.0
0.04,0.6688947487137755,1.0685896612017132e-12,0.6688947487127068,0.9999999999999696,35.0
0.05,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.06,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.07,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.08,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.09,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.1,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.11,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.12,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.13,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.14,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.15,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.16,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.17,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.18,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.19,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.2,0.6688947487137754,1.0685896612017132e-12,0.6688947487127068,0.9999999999999695,35.0
0.21,0.6385478987235969,-0.030346849989109928,0.6688947487127068,1.0008670528568318,35.0
0.22,0.6187050430685304,-0.05018970564417641,0.6688947487127068,1.0014339915898336,35.0
0.23,0.5976221693142221,-0.07127257939848476,0.6688947487127068,1.0020363594113852,35.0
0.24,0.5807336795266419,-0.08816106918606487,0.6688947487127068,1.0025188876910305,35.0
0.25,0.5674269620318025,-0.10146778668090425,0.6688947487127068,1.0028990796194543,35.0
0.26,0.5589472700143774,-0.10994747869832942,0.6688947487127068,1.003141356534238,35.0
0.27,0.5544070467726225,-0.11448770194008424,0.6688947487127068,1.003271077198288,35.0
0.28,0.5533442267239669,-0.11555052198873994,0.6688947487127068,1.0033014434853926,35.0
0.29,0.5551011284209756,-0.11379362029173123,0.6688947487127068,1.0032512462940495,35.0
0.3,0.5590183676237965,-0.10987638108891032,0.6688947487127068,1.0031393251739689,35.0
0.31,0.6432151984468951,-0.025679550265811753,0.6688947487127068,1.0007337014361661,35.0
0.32,0.7056565721714452,0.03676182345873833,0.6688947487127068,0.9989496621868932,35.0
0.33,0.7565940009790418,0.08769925226633499,0.6688947487127068,0.9974943070781047,35.0
0.34,0.7945608483686164,0.12566609965590966,0.6688947487127068,0.9964095400098312,35.0
0.35,0.8232465492356535,0.15435180052294672,0.6688947487127068,0.9955899485564872,35.0
0.36,0.8426552132897427,0.1737604645770358,0.6688947487127068,0.995035415297799,35.0
0.37,0.854352497199846,0.18545774848713914,0.6688947487127068,0.9947012071860818,35.0
0.38,0.8592200172819007,0.19032526856919385,0.6688947487127068,0.9945621351837374,35.0
0.39,0.8582230111427688,0.18932826243006198,0.6688947487127068,0.9945906210734268,35.0
0.4,0.8522444601149927,0.18334971140228587,0.6688947487127068,0.9947614368170775,35.0
0.41,0.842232607936733,0.17333785922402628,0.6688947487127068,0.9950474897364564,35.0
0.42,0.8291192731919109,0.16022452447920418,0.6688947487127068,0.9954221564434513,35.0
0.43,0.8138168865128564,0.14492213780014956,0.6688947487127068,0.9958593674914243,35.0
0.44,0.7971895840924712,0.1282948353797644,0.6688947487127068,0.9963344332748639,35.0
0.45,0.7800299669635745,0.11113521825086765,0.6688947487127068,0.9968247080499752,35.0
0.46,0.763041413753285,0.09414666504057825,0.6688947487127068,0.9973100952845548,35.0
0.47,0.7468208012189207,0.07792605250621389,0.6688947487127068,0.9977735413569653,35.0
0.48,0.7318490380334878,0.062954289320781,0.6688947487127068,0.9982013060194063,35.0
0.49,0.7184870582934157,0.049592309580708954,0.6688947487127068,0.9985830768691226,35.0
0.5,0.7069774860112726,0.03808273729856584,0.6688947487127068,0.9989119217914696,35.0
0.51,0.6974514693832241,0.02855672067051722,0.6688947487127068,0.9991840936951282,35.0
0.52,0.6899398370305033,0.02104508831779652,0.6688947487127068,0.9993987117623487,35.0
0.53,0.6843875653715723,0.015492816658865507,0.6688947487127068,0.9995573480954609,35.0
0.54,0.680669893724536,0.011775145011829148,0.6688947487127068,0.9996635672853763,35.0
0.55,0.6786097688108957,0.009715020098188908,0.6688947487127068,0.9997224279971946,35.0
0.56,0.6779943385263028,0.00909958981359594,0.6688947487127068,0.9997400117196116,35.0
0.57,0.6785903750093749,0.009695626296668095,0.6688947487127068,0.9997229821058095,35.0
0.58,0.6801582777405497,0.011263529027842889,0.6688947487127068,0.9996781848849188,35.0
0.59,0.6824634283487011,0.013568679635994264,0.6688947487127068,0.9996123234389716,35.0
0.6,0.6852851999725447,0.016390451259837856,0.6688947487127068,0.999531701392576,35.0
0.61,0.6884231650762649,0.019528416363557982,0.6688947487127068,0.9994420452467555,35.0
0.62,0.6917021525079722,0.022807403795265316,0.6688947487127068,0.9993483598915638,35.0
0.63,0.6949740163844382,0.026079267671731472,0.6688947487127068,0.9992548780665219,35.0
0.64,0.6981184775297338,0.029223728817026895,0.6688947487127068,0.9991650363195136,35.0
0.65,0.7010428026164687,0.03214805390376184,0.6688947487127068,0.9990814841741782,35.0
0.66,0.7036796572153362,0.03478490850262936,0.6688947487127068,0.9990061454713535,35.0
0.67,0.7059850647950993,0.03709031608239236,0.6688947487127068,0.9989402766833602,35.0
0.68,0.707935484137764,0.03904073542505711,0.6688947487127068,0.9988845504164269,35.0
0.69,0.7095247497921174,0.04063000107941064,0.6688947487127068,0.9988391428263026,35.0
0.7,0.7107609121820081,0.04186616346930126,0.6688947487127068,0.9988038239008771,35.0
0.71,0.7116631647961362,0.04276841608342949,0.6688947487127068,0.9987780452547591,35.0
0.72,0.7122590181798695,0.043364269467162674,0.6688947487127068,0.9987610208723667,35.0
0.73,0.712581600390697,0.04368685167799016,0.6688947487127068,0.9987518042377717,35.0
0.74,0.7126674020549837,0.043772653342276875,0.6688947487127068,0.9987493527616492,35.0
0.75,0.7125542433279822,0.043659494615275435,0.6688947487127068,0.998752585868135,35.0
0.76,0.7122796427426697,0.04338489402996292,0.6688947487127068,0.998760431599144,35.0
0.77,0.711879575055453,0.0429848263427461,0.6688947487127068,0.998771862104493,35.0
0.78,0.7113873729184673,0.04249262420576054,0.6688947487127068,0.9987859250226926,35.0
0.79,0.7108331295446753,0.04193838083196839,0.6688947487127068,0.9988017605476581,35.0
0.8,0.7102432318355024,0.041348483122795515,0.6688947487127068,0.9988186147679201,35.0
0.81,0.7096402206555273,0.04074547194282053,0.6688947487127068,0.9988358436587765,35.0
0.82,0.709042718574887,0.040147969862180145,0.6688947487127068,0.9988529151467949,35.0
0.83,0.7084656153995058,0.03957086668679905,0.6688947487127068,0.9988694038089486,35.0
0.84,0.7079203546183807,0.03902560590567385,0.6688947487127068,0.9988849826884093,35.0
0.85,0.7074152402613877,0.038520491548680834,0.6688947487127068,0.9988994145271806,35.0
0.86,0.7069558539048152,0.03806110519210831,0.6688947487127068,0.9989125398516541,35.0
0.87,0.7065454647334604,0.03765071602075363,0.6688947487127068,0.99892426525655,35.0
0.88,0.7061854465288576,0.03729069781615081,0.6688947487127068,0.9989345514909671,35.0
0.89,0.7058756655773294,0.0369809168646226,0.6688947487127068,0.9989434023752966,35.0
0.9,0.7056148445612683,0.036720095848561424,0.6688947487127068,0.9989508544043267,35.0
0.91,0.7054008781048762,0.036506129392169316,0.6688947487127068,0.9989569677316523,35.0
0.92,0.7052311003108372,0.036336351598130485,0.6688947487127068,0.9989618185257677,35.0
0.93,0.7051025046385611,0.036207755925854304,0.6688947487127068,0.9989654926878327,35.0
0.94,0.7050119087402746,0.036117160027567735,0.6688947487127068,0.9989680811420695,35.0
0.95,0.704956086328911,0.03606133761620424,0.6688947487127068,0.9989696760681085,35.0
0.96,0.7049318443501263,0.03603709563741958,0.6688947487127068,0.9989703686960738,35.0
0.97,0.7049360793218932,0.036041330609186344,0.6688947487127068,0.9989702476968804,35.0
0.98,0.7049658008651472,0.036071052152440344,0.6688947487127068,0.9989693985099303,35.0
0.99,0.7050181301811644,0.03612338146845763,0.6688947487127068,0.9989679033866155,35.0
1.0,0.7050902949829994,0.036195546270292624,0.6688947487127068,0.9989658415351346,35.0
1.01,0.705179608711308,0.03628485999860116,0.6688947487127068,0.9989632897143257,35.0
1.02,0.7052834484365538,0.036388699723847014,0.6688947487127068,0.998960322865033,35.0
1.03,0.7053992345300414,0.03650448581733463,0.6688947487127068,0.9989570146909333,35.0
1.04,0.705524414635977,0.03662966592327019,0.6688947487127068,0.9989534381164781,35.0
1.05,0.7056564514175985,0.03676170270489168,0.6688947487127068,0.9989496656370032,35.0
1.06,0.7057928150282137,0.036898066315506885,0.6688947487127068,0.9989457695338426,35.0
1.07,0.7059309909151261,0.03703624220241927,0.6688947487127068,0.9989418216513595,35.0
1.08,0.7060684857253519,0.03717373701264504,0.6688947487127068,0.9989378932282101,35.0
1.09,0.7062028470128726,0.03730809830016578,0.6688947487127068,0.998934054334281,35.0
1.1,0.706331687019759,0.03743693830705225,0.6688947487127068,0.998930373191227,35.0
1.11,0.7064527029687963,0.03755795425608945,0.6688947487127068,0.9989269155926831,35.0
1.12,0.7065637096422964,0.03766896092958956,0.6688947487127068,0.9989237439734403,35.0
1.13,0.7066626675052954,0.03776791879258849,0.6688947487127068,0.9989209166059261,35.0
1.14,0.7067477118243386,0.037852963111631804,0.6688947487127068,0.9989184867682391,35.0
1.15,0.7068171783246558,0.03792242961194896,0.6688947487127068,0.9989165020110873,35.0
1.16,0.7068696272294069,0.03797487851670019,0.6688947487127068,0.9989150034709514,35.0
1.17,0.7069038633659291,0.038009114653222244,0.6688947487127068,0.9989140252956222,35.0
1.18,0.7069189493750423,0.03802420066233546,0.6688947487127068,0.9989135942667905,35.0
1.19,0.7069142162192039,0.03801946750649704,0.6688947487127068,0.9989137294998144,35.0
1.2,0.7068892672860916,0.03799451857338478,0.6688947487127068,0.9989144423264747,35.0
1.21,0.7068439769011752,0.03794922818846831,0.6688947487127068,0.9989157363374723,35.0
1.22,0.706778483847045,0.03788373513433814,0.6688947487127068,0.9989176075675904,35.0
1.23,0.7066931807729485,0.03779843206024164,0.6688947487127068,0.9989200447982789,35.0
1.24,0.7065886991999679,0.037693950487261,0.6688947487127068,0.9989230299860783,35.0
1.25,0.7064658891635979,0.037571140450891084,0.6688947487127068,0.9989265388442602,35.0
1.26,0.706325800087197,0.03743105137449023,0.6688947487127068,0.9989305413893003,35.0
1.27,0.7061696542907375,0.03727490557803068,0.6688947487127068,0.9989350026977706,35.0
1.28,0.7059988239479176,0.03710407523521065,0.6688947487127068,0.9989398835647083,35.0
1.29,0.7058148041372276,0.03692005542452082,0.6688947487127068,0.9989451412735851,35.0
1.3,0.7056191836659237,0.036724434953216936,0.6688947487127068,0.9989507304299081,35.0
1.31,0.7054136239517844,0.036518875239077646,0.6688947487127068,0.9989566035645978,35.0
1.32,0.7051998303122912,0.03630508159958434,0.6688947487127068,0.9989627119542976,35.0
1.33,0.7049795281718692,0.0360847794591623,0.6688947487127068,0.9989690063011668,35.0
1.34,0.7047544429768611,0.035859694264154265,0.6688947487127068,0.9989754373067384,35.0
1.35,0.7045262739673421,0.035631525254635185,0.6688947487127068,0.9989819564212962,35.0
1.36,0.7042966809577781,0.03540193224507131,0.6688947487127068,0.9989885162215694,35.0
1.37,0.7040672644472853,0.035172515734578476,0.6688947487127068,0.9989950709790121,35.0
1.38,0.7038395501219964,0.03494480140928958,0.6688947487127068,0.9990015771025917,35.0
1.39,0.7036149770576348,0.03472022834492793,0.6688947487127068,0.9990079934758592,35.0
1.4,0.7033948835452818,0.034500134832574934,0.6688947487127068,0.9990142818619265,35.0
1.41,0.7031805012491124,0.034285752536405555,0.6688947487127068,0.9990204070703885,35.0
1.42,0.7029729442117738,0.03407819549906704,0.6688947487127068,0.9990263372714553,35.0
1.43,0.7027732041404531,0.03387845542774625,0.6688947487127068,0.9990320441306358,35.0
1.44,0.7025821440519789,0.033687395339272105,0.6688947487127068,0.9990375029903066,35.0
1.45,0.7024004961157969,0.03350574740309012,0.6688947487127068,0.9990426929313403,35.0
1.46,0.702228858357695,0.033334109644988216,0.6688947487127068,0.9990475968672861,35.0
1.47,0.7020676928770099,0.03317294416430303,0.6688947487127068,0.9990522015953056,35.0
1.48,0.7019173276282146,0.033022578915507673,0.6688947487127068,0.9990564977452712,35.0
1.49,0.7017779556474352,0.03288320693472828,0.6688947487127068,0.999060479801865,35.0
1.5,0.7016496377208853,0.03275488900817847,0.6688947487127068,0.9990641460283377,35.0
1.51,0.701532305742825,0.03263755703011816,0.6688947487127068,0.9990674983705681,35.0
1.52,0.7014257660990904,0.03253101738638352,0.6688947487127068,0.9990705423603891,35.0
1.53,0.7013297048247625,0.03243495611205563,0.6688947487127068,0.9990732869682271,35.0
1.54,0.7012436947082208,0.03234894599551393,0.6688947487127068,0.9990757444001281,35.0
1.55,0.7011672001790886,0.032272451466381864,0.6688947487127068,0.9990779299581034,35.0
1.56,0.7010995868964466,0.032204838183739794,0.6688947487127068,0.9990798617661789,35.0
1.57,0.7010401293339422,0.03214538062123537,0.6688947487127068,0.999081560553679,35.0
1.58,0.7009880202049188,0.032093271492212055,0.6688947487127068,0.9990830493859368,35.0
1.59,0.7009423827548457,0.03204763404213885,0.6688947487127068,0.9990843533130818,35.0
1.6,0.7009022786069371,0.03200752989423029,0.6688947487127068,0.9990854991458792,35.0
1.61,0.7008667213950082,0.03197197268230128,0.6688947487127068,0.9990865150662199,35.0
1.62,0.7008346873071888,0.03193993859448191,0.6688947487127068,0.9990874303258719,35.0
1.63,0.700805128524042,0.03191037981133516,0.6688947487127068,0.9990882748625333,35.0
1.64,0.7007769842198046,0.031882235507097734,0.6688947487127068,0.9990890789855116,35.0
1.65,0.7007491946176413,0.03185444590493442,0.6688947487127068,0.9990898729741448,35.0
1.66,0.7007207119683966,0.03182596325568969,0.6688947487127068,0.9990906867641232,35.0
1.67,0.700690512609904,0.031795763897197106,0.6688947487127068,0.9990915496029372,35.0
1.68,0.7006576087174161,0.031762860004709285,0.6688947487127068,0.9990924897141512,35.0
1.69,0.7006210589999117,0.031726310287204795,0.6688947487127068,0.9990935339917941,35.0
1.7,0.700579979734082,0.03168523102137519,0.6688947487127068,0.9990947076851037,35.0
1.71,0.7005335535645034,0.0316388048517965,0.6688947487127068,0.9990960341470916,35.0
1.72,0.7004810369658008,0.031586288253093876,0.6688947487127068,0.9990975346213402,35.0
1.73,0.7004217688029257,0.0315270200902189,0.6688947487127068,0.9990992279974223,35.0
1.74,0.7003551757793762,0.031460427066669454,0.6688947487127068,0.999101130655238,35.0
1.75,0.7002807774190053,0.031386028706298474,0.6688947487127068,0.9991032563226773,35.0
1.76,0.7001981898548463,0.031303441142139385,0.6688947487127068,0.9991056159673675,35.0
1.77,0.7001071280985065,0.031212379385799707,0.6688947487127068,0.9991082177318343,35.0
1.78,0.7000074066423719,0.031112657929665076,0.6688947487127068,0.9991110669162954,35.0
1.79,0.6998989397211296,0.031004191008422805,0.6688947487127068,0.999114165971188,35.0
1.8,0.6997817396225426,0.03088699090983574,0.6688947487127068,0.9991175145454333,35.0
1.81,0.6996559140657532,0.030761165353046467,0.6688947487127068,0.9991211095613416,35.0
1.82,0.6995216626285214,0.03062691391581463,0.6688947487127068,0.999124945316691,35.0
1.83,0.6993792714128982,0.030484522700191433,0.6688947487127068,0.9991290136371375,35.0
1.84,0.6992291080844264,0.03033435937171953,0.6688947487127068,0.9991333040179509,35.0
1.85,0.6990716149905668,0.030176866277860006,0.6688947487127068,0.9991378038206326,35.0
1.86,0.6989073019072971,0.030012553194590185,0.6688947487127068,0.9991424984801546,35.0
1.87,0.6987367388876133,0.02984199017490658,0.6688947487127068,0.9991473717092885,35.0
1.88,0.6985605468808366,0.029665798168129785,0.6688947487127068,0.9991524057666249,35.0
1.89,0.6983793906973368,0.029484641984629967,0.6688947487127068,0.9991575816575821,35.0
1.9,0.6981939693143285,0.02929922060162174,0.6688947487127068,0.9991628794113823,35.0
1.91,0.6980050069122558,0.02911025819954899,0.6688947487127068,0.9991682783371557,35.0
1.92,0.6978132452950062,0.02891849658229934,0.6688947487127068,0.9991737572405057,35.0
1.93,0.6976194339720075,0.028724685259300747,0.6688947487127068,0.9991792947068772,35.0
1.94,0.6974243228936912,0.028529574180984306,0.6688947487127068,0.9991848693091148,35.0
1.95,0.6972286533383191,0.028333904625612208,0.6688947487127068,0.9991904598678396,35.0
1.96,0.697033150820407,0.028138402107700043,0.6688947487127068,0.9991960456540658,35.0
1.97,0.6968385181446108,0.027943769431904034,0.6688947487127068,0.9992016065876599,35.0
1.98,0.6966454287679541,0.027750680055247227,0.6688947487127068,0.9992071234269929,35.0
1.99,0.6964545208662964,0.02755977215358957,0.6688947487127068,0.9992125779384688,35.0
2.0,0.6962663905649058,0.02737164185219891,0.6688947487127068,0.9992179530899371,35.0
2.01,0.6960815896994114,0.02718684098670448,0.6688947487127068,0.9992232331146655,35.0
2.02,0.695900619775222,0.027005871062515074,0.6688947487127068,0.9992284036839281,35.0
2.03,0.6957239299306922,0.026829181217985353,0.6688947487127068,0.9992334519652004,35.0
2.04,0.6955519130885508,0.026657164375843995,0.6688947487127068,0.9992383667321187,35.0
2.05,0.6953849052614524,0.026490156548745508,0.6688947487127068,0.9992431383843215,35.0
2.06,0.6952231835405599,0.026328434827853124,0.6688947487127068,0.9992477590049185,35.0
2.07,0.6950669658156649,0.026172217102957956,0.6688947487127068,0.9992522223684869,35.0
2.08,0.6949164107913292,0.02602166207862234,0.6688947487127068,0.9992565239406108,35.0
2.09,0.6947716186070907,0.02587686989438385,0.6688947487127068,0.9992606608601605,35.0
2.1,0.6946326322435725,0.025737883530865684,0.6688947487127068,0.9992646318991181,35.0
2.11,0.6944994392294223,0.02560469051671546,0.6688947487127068,0.9992684374138081,35.0
2.12,0.6943719739908718,0.025477225278164903,0.6688947487127068,0.9992720792777667,35.0
2.13,0.6942501206495704,0.02535537193686352,0.6688947487127068,0.9992755608018039,35.0
2.14,0.6941337161601026,0.025238967447395733,0.6688947487127068,0.9992788866443602,35.0
2.15,0.6940225537832553,0.025127805070548428,0.6688947487127068,0.99928206271227,35.0
2.16,0.6939163870679124,0.025021638355205572,0.6688947487127068,0.9992850960469941,35.0
2.17,0.6938149340674993,0.02492018535479243,0.6688947487127068,0.9992879947041488,35.0
2.18,0.6937178813816282,0.024823132668921374,0.6688947487127068,0.9992907676380308,35.0
2.19,0.693624888569101,0.024730139856394107,0.6688947487127068,0.9992934245755316,35.0
2.2,0.6935355933958607,0.024640844683153907,0.6688947487127068,0.9992959758661956,35.0
2.21,0.6934496155759576,0.02455486686325072,0.6688947487127068,0.9992984323753357,35.0
2.22,0.6933665620732034,0.024471813360496506,0.6688947487127068,0.9993008053325573,35.0
2.23,0.6932860313134733,0.024391282600766447,0.6688947487127068,0.9993031062114066,35.0
2.24,0.6932076181818264,0.024312869469119536,0.6688947487127068,0.9993053465865965,35.0
2.25,0.6931309176601912,0.024236168947484406,0.6688947487127068,0.9993075380300719,35.0
2.26,0.6930555300134306,0.02416078130072383,0.6688947487127068,0.9993096919628365,35.0
2.27,0.6929810639805136,0.024086315267806708,0.6688947487127068,0.999311819563777,35.0
2.28,0.6929071408074396,0.024012392094732857,0.6688947487127068,0.9993139316544363,35.0
2.29,0.6928333976690259,0.023938648956319062,0.6688947487127068,0.999316038601248,35.0
2.3,0.6927594909179043,0.023864742205197537,0.6688947487127068,0.9993181502227086,35.0
2.31,0.6926850993999889,0.02379035068728214,0.6688947487127068,0.9993202756946491,35.0
2.32,0.6926099259339011,0.023715177221194324,0.6688947487127068,0.9993224235079659,35.0
2.33,0.6925337002769913,0.023638951564284447,0.6688947487127068,0.9993246013838776,35.0
2.34,0.6924561806229423,0.023561431910235485,0.6688947487127068,0.9993268162311362,35.0
2.35,0.6923771550958489,0.023482406383141988,0.6688947487127068,0.9993290741033388,35.0
2.36,0.6922964426166971,0.023401693903990245,0.6688947487127068,0.9993313801741718,35.0
2.37,0.6922138938939891,0.02331914518128227,0.6688947487127068,0.9993337387091062,35.0
2.38,0.6921293912697217,0.02323464255701493,0.6688947487127068,0.9993361530697995,35.0
2.39,0.6920428489798965,0.023148100267189706,0.6688947487127068,0.9993386257066517,35.0
2.4,0.6919542126420837,0.023059463929376852,0.6688947487127068,0.9993411581734464,35.0
2.41,0.6918634585066462,0.022968709793939328,0.6688947487127068,0.9993437511487446,35.0
2.42,0.6917705924659666,0.022875843753259798,0.6688947487127068,0.9993464044641925,35.0
2.43,0.6916756487488109,0.022780900036104067,0.6688947487127068,0.9993491171418256,35.0
2.44,0.6915786882661348,0.02268393955342788,0.6688947487127068,0.9993518874413306,35.0
2.45,0.6914797969560473,0.022585048243340483,0.6688947487127068,0.9993547129073331,35.0
2.46,0.6913790837448494,0.022484335032142522,0.6688947487127068,0.9993575904276532,35.0
2.47,0.691276678308487,0.022381929595780295,0.6688947487127068,0.9993605162972634,35.0
2.48,0.6911727289344354,0.022277980221728486,0.6688947487127068,0.9993634862793792,35.0
2.49,0.6910674000487786,0.022172651336071787,0.6688947487127068,0.9993664956761122,35.0
2.5,0.6909608697513261,0.022066121038619275,0.6688947487127068,0.9993695393988966,35.0
2.51,0.690853327280698,0.02195857856799125,0.6688947487127068,0.9993726120409145,35.0
2.52,0.6907449706834754,0.021850221970768486,0.6688947487127068,0.9993757079436923,35.0
2.53,0.6906360038929902,0.021741255180283366,0.6688947487127068,0.9993788212805634,35.0
2.54,0.69052663472051,0.021631886007803233,0.6688947487127068,0.9993819461140627,35.0
2.55,0.6904170722713188,0.021522323558612,0.6688947487127068,0.9993850764697539,35.0
2.56,0.6903075245686884,0.02141277585598157,0.6688947487127068,0.9993882064041149,35.0
2.57,0.6901981965167993,0.021303447804092428,0.6688947487127068,0.9993913300627402,35.0
2.58,0.6900892876029622,0.02119453889025531,0.6688947487127068,0.9993944417459927,35.0
2.59,0.6899809902662245,0.021086241553517775,0.6688947487127068,0.9993975359556139,35.0
2.6,0.6898734880344699,0.020978739321763123,0.6688947487127068,0.9994006074479497,35.0
2.61,0.6897669537090697,0.020872204996362873,0.6688947487127068,0.9994036512858182,35.0
2.62,0.6896615484107728,0.020766799698065903,0.6688947487127068,0.9994066628657696,35.0
2.63,0.6895574200437384,0.02066267133103163,0.6688947487127068,0.9994096379619706,35.0
2.64,0.6894547024229118,0.020559953710204998,0.6688947487127068,0.999412572751137,35.0
2.65,0.6893535144214431,0.020458765708736257,0.6688947487127068,0.9994154638368933,35.0
2.66,0.6892539593624019,0.020359210649695102,0.6688947487127068,0.9994183082671515,35.0
2.67,0.6891561246067942,0.020261375894087337,0.6688947487127068,0.9994211035458832,35.0
2.68,0.6890600813012314,0.020165332588524525,0.6688947487127068,0.999423847640328,35.0
2.69,0.6889658843704775,0.020071135657770703,0.6688947487127068,0.9994265389812066,35.0
2.7,0.6888735726323674,0.019978823919660573,0.6688947487127068,0.9994291764594383,35.0
2.71,0.6887831690655444,0.01988842035283758,0.6688947487127068,0.9994317594184904,35.0
2.72,0.6886946813331228,0.019799932620416048,0.6688947487127068,0.9994342876394168,35.0
2.73,0.6886081023344602,0.019713353621753388,0.6688947487127068,0.9994367613250927,35.0
2.74,0.6885234109549144,0.019628662242207585,0.6688947487127068,0.999439181078794,35.0
2.75,0.68844057291542,0.019545824202713315,0.6688947487127068,0.9994415478799225,35.0
2.76,0.6883595417339018,0.019464793021195,0.6688947487127068,0.9994438630565373,35.0
2.77,0.6882802597659495,0.019385511053242748,0.6688947487127068,0.9994461282556216,35.0
2.78,0.6882026593219444,0.019307910609237547,0.6688947487127068,0.9994483454111647,35.0
2.79,0.6881266638629526,0.019231915150245773,0.6688947487127068,0.999450516709993,35.0
2.8,0.6880521891813769,0.01915744046867012,0.6688947487127068,0.999452644558038,35.0
2.81,0.6879791446761695,0.01908439596346265,0.6688947487127068,0.9994547315439011,35.0
2.82,0.6879074347077779,0.019012685995071055,0.6688947487127068,0.9994567804001409,35.0
2.83,0.6878369596455992,0.018942210932892445,0.6688947487127068,0.9994587939733459,35.0
2.84,0.6877676173176602,0.01887286860495346,0.6688947487127068,0.9994607751827156,35.0
2.85,0.6876993041099672,0.018804555397260277,0.6688947487127068,0.9994627269886497,35.0
2.86,0.6876319162262244,0.018737167513517568,0.6688947487127068,0.9994646523567566,35.0
2.87,0.6875653507638737,0.018670602051166867,0.6688947487127068,0.9994665542271095,35.0
2.88,0.6874995068154622,0.01860475810275533,0.6688947487127068,0.9994684354827784,35.0
2.89,0.687434286459734,0.01853953774702714,0.6688947487127068,0.9994702989215135,35.0
2.9,0.6873695957190008,0.01847484700629405,0.6688947487127068,0.9994721472283916,35.0
2.91,0.6873053452773298,0.01841059656462296,0.6688947487127068,0.9994739829552965,35.0
2.92,0.6872414514053198,0.018346702692612956,0.6688947487127068,0.9994758084944968,35.0
2.93,0.6871778365398655,0.018283087827158713,0.6688947487127068,0.9994776260620812,35.0
2.94,0.6871144297963856,0.018219681083678836,0.6688947487127068,0.9994794376833235,35.0
2.95,0.6870511675164397,0.018156418803732866,0.6688947487127068,0.9994812451770362,35.0
2.96,0.6869879935561162,0.01809324484340934,0.6688947487127068,0.9994830501473312,35.0
2.97,0.6869248596158819,0.01803011090317507,0.6688947487127068,0.999484853974195,35.0
2.98,0.6868617253512361,0.017966976638529288,0.6688947487127068,0.9994866578103277,35.0
2.99,0.6867985584897625,0.01790380977705559,0.6688947487127068,0.9994884625777984,35.0
3.0,0.6867353347800488,0.017840586067341912,0.6688947487127068,0.9994902689695045,35.0
3.01,0.6866720379053889,0.017777289192682146,0.6688947487127068,0.9994920774516377,35.0
3.02,0.6866086592829848,0.01771391057027795,0.6688947487127068,0.9994938882694206,35.0
3.03,0.6865451978034547,0.01765044909074785,0.6688947487127068,0.9994957014545501,35.0
3.04,0.6864816594908109,0.017586910778103957,0.6688947487127068,0.9994975168349114,35.0
