t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,-0.0004160664795493929,-0.010346260495892823,-0.0004160664795493929,-0.010346260495892823,-0.0004160664795493929,-0.010346260495892823,-0.23689582277633975,0.6452430119045927,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.01,-0.0004160664795507252,-0.010346260495907589,-0.0004160664795507252,-0.010346260495907589,-0.0004160664795507252,-0.010346260495907589,-0.23689582277634108,0.6452430119045779,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.02,-0.00041606647955000353,-0.010346260495878168,-0.00041606647955000353,-0.010346260495878168,-0.00041606647955000353,-0.010346260495878168,-0.23689582277634036,0.6452430119046073,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.03,-0.00041606647955036435,-0.010346260495885606,-0.00041606647955036435,-0.010346260495885606,-0.00041606647955036435,-0.010346260495885606,-0.23689582277634072,0.6452430119045999,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.04,-0.00041606647954825493,-0.010346260495892823,-0.00041606647954825493,-0.010346260495892823,-0.00041606647954825493,-0.010346260495892823,-0.2368958227763386,0.6452430119045927,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.05,-0.0004160664795460345,-0.01034626049587084,-0.0004160664795460345,-0.01034626049587084,-0.0004160664795460345,-0.01034626049587084,-0.2368958227763364,0.6452430119046146,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.06,-0.000416066479551197,-0.010346260495892712,-0.000416066479551197,-0.010346260495892712,-0.000416066479551197,-0.010346260495892712,-0.23689582277634155,0.6452430119045928,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.07,-0.0004160664795504754,-0.010346260495885495,-0.0004160664795504754,-0.010346260495885495,-0.0004160664795504754,-0.010346260495885495,-0.23689582277634083,0.6452430119046,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.08,-0.0004160664795496982,-0.010346260495900372,-0.0004160664795496982,-0.010346260495900372,-0.0004160664795496982,-0.010346260495900372,-0.23689582277634005,0.6452430119045851,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.09,-0.0004160664795491986,-0.010346260495885606,-0.0004160664795491986,-0.010346260495885606,-0.0004160664795491986,-0.010346260495885606,-0.23689582277633955,0.6452430119045999,-0.23647975629679036,0.6555892724004855,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,Unknown,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
