t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-1.987846675914698e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.6565388965955817e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,6.073975954183801e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,2.374372418453667e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,7.73051485077938e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-1.1043592643970545e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,6.626155586382325e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-1.4356670437161705e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-1.7669748230352882e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,2.429590381673519e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,4.417437057588217e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-3.8652574253896925e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,-5.521796321985271e-17,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-6.62615558638232e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,1.2700131540566134e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,1.7117568598154351e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,-5.521796321985267e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,-1.2147951908367604e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,4.969616689786748e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-4.969616689786741e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-6.959079228401989,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-6.8514462722399205,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,0.14266895208842517,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,-0.014430145346374684,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.010786108659063983,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.013460576112947074,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,-0.02085776823280411,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.0015486512464818057,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,-0.00533503619375328,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,-0.004549208679189114,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
