t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-5.300924469105861e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.21479519083676e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,2.208718528794109e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,8.282694482977907e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,1.656538896595582e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,1.7117568598154342e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-7.178335218580853e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-2.3191544552338154e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,2.7608981609926354e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-1.1043592643970543e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-7.730514850779385e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,1.8774107494749923e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,9.939233379573482e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-9.939233379573496e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,-1.8774107494749935e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,1.8774107494749907e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,1.6565388965955825e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,-8.282694482977913e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-1.9878466759146964e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-0.7686643948867149,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-0.8685598149939322,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.0421995122706865,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.022106786947817935,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,-0.0009077821557262295,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.0326588855537636,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.006820740536208141,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.017195122803617426,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.01762418202721766,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.01924156772850892,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,1.0311235744476817,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,0.973542608370676,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.10173528443931353,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.02561948817172962,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,0.002707723250566731,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.040534910415588175,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.036106080649940295,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.04465778516732096,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.05121406397305193,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.05780873709417478,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.061927866933469744,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.0654685527477493,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.06784545367261022,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.06931929384035035,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.06991328609567786,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.06978304328096764,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.06900276305939189,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.06768396275924637,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.0659221001348753,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.0638159244596478,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
