t_s,pG_pu,Pm_abs_pu_sysbase,Pm_initial_pu_sysbase
0.0,0.0,5.40690006202441,5.40690006202441
0.01,-8.881784197001252e-16,5.406900062024409,5.40690006202441
0.02,0.0,5.40690006202441,5.40690006202441
0.03,0.0,5.40690006202441,5.40690006202441
0.04,8.881784197001252e-16,5.406900062024411,5.40690006202441
0.05,0.0,5.40690006202441,5.40690006202441
0.06,0.0,5.40690006202441,5.40690006202441
0.07,0.0,5.40690006202441,5.40690006202441
0.08,0.0,5.40690006202441,5.40690006202441
0.09,0.0,5.40690006202441,5.40690006202441
0.1,0.0,5.40690006202441,5.40690006202441
0.11,0.0,5.40690006202441,5.40690006202441
0.12,0.0,5.40690006202441,5.40690006202441
0.13,0.0,5.40690006202441,5.40690006202441
0.14,0.0,5.40690006202441,5.40690006202441
0.15,0.0,5.40690006202441,5.40690006202441
0.16,0.0,5.40690006202441,5.40690006202441
0.17,0.0,5.40690006202441,5.40690006202441
0.18,0.0,5.40690006202441,5.40690006202441
0.19,0.0,5.40690006202441,5.40690006202441
0.2,0.0,5.40690006202441,5.40690006202441
0.21,0.00016548739543154056,5.407065549419841,5.40690006202441
0.22,0.0006970568640909391,5.407597118888501,5.40690006202441
0.23,0.0014941098682035303,5.408394171892613,5.40690006202441
0.24,0.0024374336695291987,5.409337495693939,5.40690006202441
0.25,0.003485170574362151,5.410385232598772,5.40690006202441
0.26,0.004582343438836567,5.411482405463246,5.40690006202441
0.27,0.0057029968641497675,5.41260305888856,5.40690006202441
0.28,0.006822189480074847,5.413722251504485,5.40690006202441
0.29,0.007921742483544492,5.414821804507954,5.40690006202441
0.3,0.008986620169499027,5.415886682193909,5.40690006202441
0.31,0.010388852110128077,5.417288914134538,5.40690006202441
0.32,0.011892726985025526,5.418792789009435,5.40690006202441
0.33,0.013500369912348376,5.420400431936758,5.40690006202441
0.34,0.015262111504585896,5.422162173528996,5.40690006202441
0.35,0.017167437256532025,5.424067499280942,5.40690006202441
0.36,0.019225610967533058,5.426125672991943,5.40690006202441
0.37,0.021429689522698858,5.428329751547109,5.40690006202441
0.38,0.023776731922061423,5.430676793946471,5.40690006202441
0.39,0.02626204385048414,5.433162105874894,5.40690006202441
0.4,0.028882454769555643,5.4357825167939655,5.40690006202441
0.41,0.0316339760280373,5.438534038052447,5.40690006202441
0.42,0.03451249873395934,5.441412560758369,5.40690006202441
0.43,0.03751320284575588,5.444413264870166,5.40690006202441
0.44,0.04063036384395158,5.4475304258683614,5.40690006202441
0.45,0.04385711305883433,5.450757175083244,5.40690006202441
0.46,0.04718529148264583,5.454085353507056,5.40690006202441
0.47,0.05060539223767879,5.457505454262089,5.40690006202441
0.48,0.054106557696324664,5.4610066197207345,5.40690006202441
0.49,0.057676634615519085,5.464576696639929,5.40690006202441
0.5,0.06130228260436876,5.468202344628779,5.40690006202441
0.51,0.06496912582952508,5.471869187853935,5.40690006202441
