t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-3.589167609290427e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-1.7738770684377687e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,6.971267856506408e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,1.7462680868278424e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,2.0568691299395133e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-5.659841230034905e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,2.1396960747692927e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-1.2009907000317965e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-2.056869129939515e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,2.4779060994908905e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,1.6565388965955813e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-2.6918757069678214e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,1.4218625529112073e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-1.1733817184218694e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-4.624504419662668e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,1.2493064178491684e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,-1.2424041724466853e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,-7.661492396754569e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,1.5944186879732481e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-8.765851661151612e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-2.6092266397735293,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-2.748880692397224,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.09226267790184357,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.006479067257938603,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,0.007175905562222111,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.03430197003840206,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,-0.006048877164251131,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.011699815188872122,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.008476702756398913,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.009201345280054837,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,2.9491845017195155,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
