t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-4.6935268736874815e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-2.0154556575246245e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,7.178335218580855e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,1.2700131540566126e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,1.9878466759146976e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-5.521796321985272e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,4.1413472414889533e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,-3.5891676092904264e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-1.7117568598154351e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,1.628929914985655e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-2.484808344893372e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-4.1413472414889563e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,1.2976221356665387e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-6.62615558638232e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-6.350065770283067e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,5.521796321985274e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,4.693526873687477e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,4.4174370575882205e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,5.245706505886011e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-1.7117568598154328e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-1.416195707884346,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-1.4984202924219565,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.04349794749349425,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.00942015744622887,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,0.013336234361156064,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.0388000021500953,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.005992232204898562,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.018387409247754814,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.017830501612991927,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.019144377290730215,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.3,1.6943117360213418,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.31,1.5866904181966708,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.32,-0.15774393892749997,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.33,-0.03070739929262979,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.34,-0.0009174064432773311,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.35,-0.049178543072449656,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.36,-0.043883242768242486,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.37,-0.05173635128981072,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.38,-0.05828522158041734,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.39,-0.06460985571547637,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.4,-0.0683637895004899,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.41,-0.0717077820544686,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.42,-0.07394433040591139,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.43,-0.07532917265865084,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.44,-0.07586879005081583,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.45,-0.07571288031503876,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.46,-0.07491747623224217,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.47,-0.07357706114974229,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.48,-0.07177294327997574,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.49,-0.06959101779817331,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.5,-0.06711457530704423,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.51,-0.06442760324817465,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.52,-0.061612344731010064,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.53,-0.05874843555230892,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.54,-0.055910223167289635,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.55,-0.05316438847122295,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.56,-0.05056760450949007,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.57,-0.04816406120438036,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.58,-0.04598355168980317,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.59,-0.04404163338708745,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.6,-0.0423403672209152,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.61,-0.04086925817219214,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.62,-0.03960820542399138,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.63,-0.03853047797414022,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.64,-0.037605011473004296,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.65,-0.036799192924469495,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
