t_s,df_hz
0.0,-1.8318679906315083e-12
0.01,-1.8318679906315083e-12
0.02,-1.8318679906315083e-12
0.03,-1.8318679906315083e-12
0.04,-1.8318679906315083e-12
0.05,-1.8318679906315083e-12
0.06,-1.8318679906315083e-12
0.07,-1.8318679906315083e-12
0.08,-1.8318679906315083e-12
0.09,-1.8318679906315083e-12
0.1,-1.8318679906315083e-12
0.11,-1.8318679906315083e-12
0.12,-1.8318679906315083e-12
0.13,-1.8318679906315083e-12
0.14,-1.8318679906315083e-12
0.15,-1.8318679906315083e-12
0.16,-1.8318679906315083e-12
0.17,-1.8318679906315083e-12
0.18,-1.8318679906315083e-12
0.19,-1.8318679906315083e-12
0.2,-1.8318679906315083e-12
0.21,-0.005028387011404546
0.22,-0.010746488968505987
0.23,-0.01370690562972664
0.24,-0.015846455338994227
0.25,-0.01717703943046288
0.26,-0.01808150933364408
0.27,-0.01855977164034559
0.28,-0.0187280487357054
0.29,-0.01864419592507711
0.3,-0.01834386899550289
0.31,-0.02605900597631563
0.32,-0.02684591076717379
0.33,-0.02932162406704586
0.34,-0.031952606252369974
0.35,-0.034933527690485515
0.36,-0.037739312657465524
0.37,-0.04057303435110458
0.38,-0.0433836991789113
0.39,-0.04618279515491414
0.4,-0.04896378560280962
0.41,-0.051726538547106515
0.42,-0.05446097132257644
0.43,-0.05715368002712727
0.44,-0.05978719906284023
0.45,-0.0623411550945226
0.46,-0.06479315359574994
0.47,-0.06711992242783187
0.48,-0.06929822048289064
0.49,-0.07130566064157441
0.5,-0.07312146949923479
0.51,-0.07472714611668756
0.52,-0.07610705082551834
0.53,-0.07724893956265169
0.54,-0.0781443564730758
0.55,-0.07878899169299311
0.56,-0.07918287319382154
0.57,-0.07933045077979953
0.58,-0.07924051756967966
0.59,-0.0789259670214329
0.6,-0.07840340125145431
0.61,-0.0776926576706749
0.62,-0.07681610934328756
0.63,-0.0757980369433193
0.64,-0.07466391074868983
0.65,-0.07343958721350961
0.66,-0.07215076317609784
0.67,-0.07082228374958552
0.68,-0.06947764841241275
0.69,-0.06813852813346762
0.7,-0.06682451365547275
0.71,-0.06555278569573099
0.72,-0.06433804129183683
0.73,-0.06319237345644411
0.74,-0.06212531367461317
0.75,-0.061143888154082074
0.76,-0.06025275221224761
0.77,-0.0594543614325633
0.78,-0.058749166529813816
0.79,-0.058135847282046335
0.8,-0.05761155425757225
0.81,-0.05717214939244207
0.82,-0.0568124655410127
0.83,-0.0565265497157447
0.84,-0.056307880002063465
0.85,-0.05614959935640009
0.86,-0.05604470191563805
0.87,-0.05598621257504965
0.88,-0.05596732338298376
0.89,-0.05598153889286755
0.9,-0.05602276009516068
0.91,-0.05608536550162755
0.92,-0.05616425981194476
0.93,-0.05625490503089423
0.94,-0.05635332405571296
0.95,-0.05645610184664841
0.96,-0.05656035431773612
0.97,-0.05666369985921152
0.98,-0.05676421462505855
0.99,-0.05686037997929875
1.0,-0.05695103274029053
1.01,-0.05703530901807144
1.02,-0.057112590095713386
1.03,-0.05718245077703126
1.04,-0.05724461102691253
1.05,-0.0572988920679557
1.06,-0.05734517820057478
1.07,-0.057383384887637966
1.08,-0.05741343244618126
1.09,-0.05743522616365847
1.1,-0.057448642370915064
1.11,-0.057453519593240084
1.12,-0.05744965523979743
1.13,-0.05743680628459731
1.14,-0.05741469390009438
1.15,-0.057383010794358626
1.16,-0.05734143109403928
1.17,-0.057289621937066236
1.18,-0.05722725543549794
1.19,-0.05715402160351814
1.2,-0.0570696408593954
1.21,-0.05697387603358403
1.22,-0.05686654286500833
1.23,-0.05674751988689014
