t_s,delta_p_pu,p_abs_pu,p_initial_pu,delta_q_pu,delta_q_injection_pu,q_abs_pu,q_injection_abs_pu,q_initial_pu,delta_q_absorbed_pu,q_absorbed_abs_pu,asset_type,device_name,p_source,q_source
0.0,0.0,5.080000000005672,5.080000000005672,0.0,0.0,1.6651373093700654,1.6651373093700654,1.6651373093700654,-0.0,-1.6651373093700654,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.01,-1.7763568394002505e-15,5.08000000000567,5.080000000005672,8.437694987151151e-16,8.437694987151151e-16,1.665137309370066,1.665137309370066,1.6651373093700654,-8.437694987151151e-16,-1.665137309370066,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.02,-2.309263891220334e-15,5.080000000005669,5.080000000005672,1.287858708565188e-15,1.287858708565188e-15,1.6651373093700665,1.6651373093700665,1.6651373093700654,-1.287858708565188e-15,-1.6651373093700665,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.03,-1.7763568394002505e-15,5.08000000000567,5.080000000005672,-1.0214051826552603e-15,-1.0214051826552603e-15,1.6651373093700643,1.6651373093700643,1.6651373093700654,1.0214051826552603e-15,-1.6651373093700643,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.04,-1.7763568394002505e-15,5.08000000000567,5.080000000005672,2.5313084961454043e-15,2.5313084961454043e-15,1.665137309370068,1.665137309370068,1.6651373093700654,-2.5313084961454043e-15,-1.665137309370068,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.05,-6.750155989720843e-15,5.080000000005665,5.080000000005672,9.45910016980634e-15,9.45910016980634e-15,1.665137309370075,1.665137309370075,1.6651373093700654,-9.45910016980634e-15,-1.665137309370075,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.06,-2.1316282072804583e-15,5.08000000000567,5.080000000005672,3.597122599785527e-15,3.597122599785527e-15,1.6651373093700692,1.6651373093700692,1.6651373093700654,-3.597122599785527e-15,-1.6651373093700692,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.07,-4.6185277824409275e-15,5.080000000005667,5.080000000005672,3.7747582837260245e-15,3.7747582837260245e-15,1.6651373093700692,1.6651373093700692,1.6651373093700654,-3.7747582837260245e-15,-1.6651373093700692,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.08,1.2434497875801236e-15,5.080000000005674,5.080000000005672,-4.884981308350948e-16,-4.884981308350948e-16,1.665137309370065,1.665137309370065,1.6651373093700654,4.884981308350948e-16,-1.665137309370065,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.09,-7.10542735759972e-16,5.080000000005671,5.080000000005672,4.440892098487811e-17,4.440892098487811e-17,1.6651373093700657,1.6651373093700657,1.6651373093700654,-4.440892098487811e-17,-1.6651373093700657,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.1,-4.796163466380612e-15,5.080000000005667,5.080000000005672,4.0412118096362425e-15,4.0412118096362425e-15,1.6651373093700694,1.6651373093700694,1.6651373093700654,-4.0412118096362425e-15,-1.6651373093700694,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.11,5.329070518201515e-16,5.080000000005672,5.080000000005672,-3.3306690738747056e-15,-3.3306690738747056e-15,1.665137309370062,1.665137309370062,1.6651373093700654,3.3306690738747056e-15,-1.665137309370062,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.12,-4.085620730620665e-15,5.080000000005668,5.080000000005672,2.6201263381157688e-15,2.6201263381157688e-15,1.6651373093700679,1.6651373093700679,1.6651373093700654,-2.6201263381157688e-15,-1.6651373093700679,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.13,-5.329070518201639e-16,5.080000000005672,5.080000000005672,2.0872192862949394e-15,2.0872192862949394e-15,1.6651373093700674,1.6651373093700674,1.6651373093700654,-2.0872192862949394e-15,-1.6651373093700674,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.14,-3.3750779948607424e-15,5.080000000005668,5.080000000005672,-7.549516567451952e-16,-7.549516567451952e-16,1.6651373093700648,1.6651373093700648,1.6651373093700654,7.549516567451952e-16,-1.6651373093700648,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.15,-3.7303493627407525e-15,5.080000000005668,5.080000000005672,1.4210854715207388e-15,1.4210854715207388e-15,1.665137309370067,1.665137309370067,1.6651373093700654,-1.4210854715207388e-15,-1.665137309370067,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.16,-3.0198066269808793e-15,5.080000000005668,5.080000000005672,1.332267629564643e-16,1.332267629564643e-16,1.6651373093700657,1.6651373093700657,1.6651373093700654,-1.332267629564643e-16,-1.6651373093700657,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.17,1.4210854715197469e-15,5.080000000005674,5.080000000005672,-9.325873406851881e-16,-9.325873406851881e-16,1.6651373093700645,1.6651373093700645,1.6651373093700654,9.325873406851881e-16,-1.6651373093700645,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.18,1.776356839403011e-16,5.080000000005672,5.080000000005672,-1.3322676295384567e-16,-1.3322676295384567e-16,1.6651373093700652,1.6651373093700652,1.6651373093700654,1.3322676295384567e-16,-1.6651373093700652,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.19,-3.7303493627414925e-15,5.080000000005668,5.080000000005672,6.661338147744037e-16,6.661338147744037e-16,1.665137309370066,1.665137309370066,1.6651373093700654,-6.661338147744037e-16,-1.665137309370066,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.2,-2.6645352591003757e-15,5.080000000005669,5.080000000005672,6.661338147750939e-16,6.661338147750939e-16,1.665137309370066,1.665137309370066,1.6651373093700654,-6.661338147750939e-16,-1.665137309370066,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.21,-1.0525788389141413,4.027421161091531,5.080000000005672,-1.1527369859739762,-1.1527369859739762,0.5124003233960892,0.5124003233960892,1.6651373093700654,1.1527369859739762,-0.5124003233960892,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.22,-1.2054393578641134,3.8745606421415584,5.080000000005672,-1.0648399097719998,-1.0648399097719998,0.6002973995980655,0.6002973995980655,1.6651373093700654,1.0648399097719998,-0.6002973995980655,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.23,-1.178203671882808,3.901796328122864,5.080000000005672,-1.0133668274760335,-1.0133668274760335,0.651770481894032,0.651770481894032,1.6651373093700654,1.0133668274760335,-0.651770481894032,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.24,-1.1372109556059649,3.9427890443997065,5.080000000005672,-0.9879496920349381,-0.9879496920349381,0.6771876173351272,0.6771876173351272,1.6651373093700654,0.9879496920349381,-0.6771876173351272,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.25,-1.1331712677715138,3.9468287322341586,5.080000000005672,-0.9420367730030479,-0.9420367730030479,0.7231005363670175,0.7231005363670175,1.6651373093700654,0.9420367730030479,-0.7231005363670175,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.26,-1.1125479480468283,3.967452051958844,5.080000000005672,-0.9362799522349613,-0.9362799522349613,0.7288573571351042,0.7288573571351042,1.6651373093700654,0.9362799522349613,-0.7288573571351042,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.27,-1.0937703002590897,3.9862296997465823,5.080000000005672,-0.9497725459990978,-0.9497725459990978,0.7153647633709675,0.7153647633709675,1.6651373093700654,0.9497725459990978,-0.7153647633709675,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.28,-1.075818144293135,4.004181855712537,5.080000000005672,-0.9832956089018294,-0.9832956089018294,0.681841700468236,0.681841700468236,1.6651373093700654,0.9832956089018294,-0.681841700468236,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.29,-1.0611688701746105,4.018831129831062,5.080000000005672,-1.0322248778101546,-1.0322248778101546,0.6329124315599108,0.6329124315599108,1.6651373093700654,1.0322248778101546,-0.6329124315599108,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.3,-1.0507626622523303,4.029237337753342,5.080000000005672,-1.0929868875401334,-1.0929868875401334,0.5721504218299319,0.5721504218299319,1.6651373093700654,1.0929868875401334,-0.5721504218299319,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.31,0.868004221647459,5.9480042216531315,5.080000000005672,0.018782601400141048,0.018782601400141048,1.6839199107702063,1.6839199107702063,1.6651373093700654,-0.018782601400141048,-1.6839199107702063,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.32,1.3053389371968014,6.385338937202473,5.080000000005672,-0.28379011989878733,-0.28379011989878733,1.381347189471278,1.381347189471278,1.6651373093700654,0.28379011989878733,-1.381347189471278,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.33,1.5025626744576615,6.5825626744633325,5.080000000005672,-0.5865481144830772,-0.5865481144830772,1.0785891948869881,1.0785891948869881,1.6651373093700654,0.5865481144830772,-1.0785891948869881,GFL,gen-5,get_activepower_series,get_reactivepower_series
0.34,1.5752029326291863,6.655202932634859,5.080000000005672,-0.7429131992959308,-0.7429131992959308,0.9222241100741346,0.9222241100741346,1.6651373093700654,0.7429131992959308,-0.9222241100741346,GFL,gen-5,get_activepower_series,get_reactivepower_series
