t_s,df_hz,frequency_source,frequency_is_derived_from_bus_voltage_angle,angle_is_exact_bus_voltage
0.0,-4.47265502080807e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.01,-2.0982826023544033e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.02,3.865257425389691e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.03,1.2700131540566126e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.04,1.932628712694845e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.05,-6.626155586382328e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.06,-1.1043592643970543e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.07,2.2087185287941085e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.08,-8.282694482977913e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.09,1.1043592643970543e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.1,-3.3130777931911626e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.11,-3.036987977091901e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.12,1.0491413011772014e-15,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.13,-9.663143563474217e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.14,-4.693526873687484e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.15,6.62615558638233e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.16,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.17,3.8652574253896925e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.18,4.969616689786748e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.19,-8.834874115176428e-16,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.2,-1.1329366306686122,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.21,-1.2538651810351873,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.22,-0.09186088103256705,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.23,0.009227943445856208,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.24,0.024156833787813532,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.25,0.04394749280991509,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.26,0.011964301432266473,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.27,0.022809911204802604,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.28,0.022605080682871596,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
0.29,0.024331277401345577,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,true
